condition,substrate,Group,treatment method ,treatment,treat No.,Cultivar,samples,fresh weight (A),dry weight(B),A-B,Vase_life,petals,petal size,L,a,b
Flower,Nutrient solution,HSV,NSA1_0.3,NSA1_0.3_KW,3,KW,6,3.8,0.52,3.28,8,10,39.05,92.28,-0.81,4.01
Flower,Nutrient solution,HSV,NSA1_0.5,NSA1_0.5_KW,4,KW,1,5.57,0.62,4.95,8,15,48,81.51,-1.8,5.6
Flower,Nutrient solution,HSV,NSA1_0.5,NSA1_0.5_KW,4,KW,2,4.19,0.92,3.27,16,15,36.37,90.63,-0.93,4.21
Flower,Nutrient solution,HSV,NSA1_0.5,NSA1_0.5_KW,4,KW,3,3.53,0.55,2.98,16,10,41.63,72.38,-0.44,2.97
Flower,Nutrient solution,HSV,NSA1_0.5,NSA1_0.5_KW,4,KW,4,3.11,0.57,2.54,8,10,42.74,90.95,-1.26,5.37
Flower,Nutrient solution,HSV,NSA1_0.5,NSA1_0.5_KW,4,KW,5,3.29,0.86,2.43,8,10,44.89,92.84,-0.74,3.48
Flower,Nutrient solution,HSV,NSA1_0.5,NSA1_0.5_KW,4,KW,6,2.92,0.84,2.08,8,10,40.55,78.63,-0.83,3.03
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_AG,1,AG,1,3.52,1.94,1.58,10,12,55.63,77.11,-14.83,28.16
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_AG,1,AG,2,2.42,1.37,1.05,10,12,52.44,80.02,-14.22,27.86
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_AG,1,AG,3,2.15,1.28,0.87,13,10,49.37,80.78,-11.74,23.76
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_AG,1,AG,4,2.52,1.42,1.1,8,11,52.56,77.5,-15.31,30.13
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_AG,1,AG,5,2.68,1.67,1.01,13,10,58.12,78.47,-16.04,31.24
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_AG,1,AG,6,2.37,1.25,1.12,11,10,52.12,80.59,-11.77,23.77
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_AG,2,AG,1,3.05,1.64,1.41,11,11,52.46,81.67,-15.78,31.74
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_AG,2,AG,2,2.16,1.55,0.61,7,11,54.25,83.53,-15.04,28.51
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_AG,2,AG,3,1.79,1.07,0.72,8,10,56.23,83.75,-15.56,29.39
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_AG,2,AG,4,2.67,1.47,1.2,13,10,58.62,80.31,-16.52,31.79
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_AG,2,AG,5,3.58,3.4,0.18,19,10,55.47,77.81,-14.78,28.73
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_AG,2,AG,6,2.34,1.56,0.78,7,12,57.61,80.19,-15.29,28.99
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_AG,3,AG,1,2.75,1.77,0.98,13,11,52.15,82.99,-14.16,27.34
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_AG,3,AG,2,2.3,1.39,0.91,6,10,51.18,79.5,-15.52,29.4
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_AG,3,AG,3,2.41,1.42,0.99,8,10,55.32,75.81,-13.91,26.39
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_AG,3,AG,4,1.93,0.88,1.05,5,12,55.75,83.02,-15.54,30.15
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_AG,3,AG,5,2.73,1.75,0.98,6,12,57.94,81.88,-13.5,27.64
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_AG,3,AG,6,3.62,2.67,0.95,16,10,56.95,79.14,-16.58,31.68
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_AG,4,AG,1,2.65,1.85,0.8,13,10,51.46,80.26,-15.7,30.52
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_AG,4,AG,2,2.26,1.61,0.65,13,10,54.61,82.52,-15.3,28.83
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_AG,4,AG,3,2.27,1.55,0.72,10,12,54.66,80.37,-14.99,28.87
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_AG,4,AG,4,2.05,1.47,0.58,10,10,56.43,83.84,-13.51,26.84
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_AG,4,AG,5,2.35,1.72,0.63,16,10,51.52,83.77,-13.97,27.03
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_AG,4,AG,6,1.94,1.52,0.42,10,10,51.32,79.99,-17.61,32.39
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KP,1,CP,1,3.55,1.46,2.09,8,14,55.9,76.34,5.62,4
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KP,1,CP,2,3.8,0.88,2.92,11,12,59.21,71.54,3.27,2.79
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KP,1,CP,3,3.82,0.93,2.89,6,15,61.32,78.74,5.71,3.73
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KP,1,CP,4,3.14,0.78,2.36,10,12,61.32,84.46,5.73,2.14
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KP,1,CP,5,3.11,0.97,2.14,6,16,51.06,79.28,6.82,1.85
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KP,1,CP,6,2.6,0.82,1.78,10,12,66.18,73.26,5.14,2.12
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KP,2,CP,1,3.53,1.47,2.06,11,13,57.54,80.86,3.68,2.98
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KP,2,CP,2,3.44,1.32,2.12,16,15,41.9,83.78,6.76,7.23
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KP,2,CP,3,3.33,1.71,1.62,11,11,58.14,85.17,3.72,5.7
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KP,2,CP,4,3.5,1.59,1.91,11,13,54.59,83.2,8.96,3.14
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KP,2,CP,5,3.62,2.15,1.47,16,11,57.79,79.92,1.95,7.55
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KP,2,CP,6,3.05,1.89,1.16,11,12,55.81,75.08,8.36,2.2
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KP,3,CP,1,3.08,1.54,1.54,11,12,59.03,80.54,8.32,3.04
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KP,3,CP,2,3.08,1.39,1.69,13,13,56.25,81.53,6.97,1.79
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KP,3,CP,3,2.49,1.23,1.26,13,12,57.19,60.04,4.33,1.9
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KP,3,CP,4,3.05,1.07,1.98,13,13,60.08,84.41,6.46,3.93
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KP,3,CP,5,3.42,1.56,1.86,13,12,59.22,76.02,4.07,3.58
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KP,3,CP,6,3.75,1.77,1.98,11,13,57.26,85.12,3.56,3.92
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KP,4,CP,1,3.63,2.38,1.25,16,12,57.23,78.15,7.54,1.97
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KP,4,CP,2,3.19,1.68,1.51,12,13,59.02,86.38,6.43,2.8
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KP,4,CP,3,2.99,1.8,1.19,16,13,52.9,84.41,4.35,3.09
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KP,4,CP,4,3.22,1.56,1.66,10,10,57.04,79.92,6,3.06
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KP,4,CP,5,3.29,1.85,1.44,11,10,62.33,77.81,7.43,0.9
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KP,4,CP,6,3.09,1.55,1.54,13,12,55.33,80.43,5.42,2.31
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_BP,1,BP,1,2.34,1.36,0.98,15,10,44.49,90.52,-1.5,4.92
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_BP,1,BP,2,5.57,2.17,3.4,13,11,46.02,87.73,2.06,0.01
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_BP,1,BP,3,2.62,1.37,1.25,15,10,50.21,83.31,0.9,0.7
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_BP,1,BP,4,2.14,1.05,1.09,15,10,48.02,78.71,3.94,-1.81
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_BP,1,BP,5,2.31,1.19,1.12,15,10,49.39,83.81,-0.43,2.16
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_BP,1,BP,6,2.32,1.51,0.81,15,10,47.16,86.76,0.15,2.26
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_BP,2,BP,1,2.49,1.12,1.37,14,7,46.66,84.01,2.05,-0.22
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_BP,2,BP,2,1.24,0.77,0.47,13,10,41.44,88.51,0.06,3.19
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_BP,2,BP,3,2.92,1.59,1.33,16,10,49.53,88.2,2.25,-0.28
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_BP,2,BP,4,2.6,0.99,1.61,16,10,47.34,83.33,3.29,-0.38
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_BP,2,BP,5,2.81,1.82,0.99,16,10,44.6,85.94,1.19,1.59
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_BP,2,BP,6,2.65,1.69,0.96,16,10,50.4,76.09,10.27,-8.34
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_BP,3,BP,1,2.31,1.03,1.28,14,10,49.8,87.82,0.83,1.98
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_BP,3,BP,2,2.93,1.24,1.69,16,10,48.8,86.61,0.59,1.85
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_BP,3,BP,3,2.65,1.48,1.17,16,10,45.93,82.24,0.26,2.35
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_BP,3,BP,4,2.79,1.18,1.61,16,10,54.02,86.11,0.79,1.54
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_BP,3,BP,5,2.45,1,1.45,14,10,51.02,60.71,6.41,-4.2
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_BP,3,BP,6,2.57,1.16,1.41,16,10,47.82,75.09,7.13,-6.02
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_BP,4,BP,1,2.55,1.12,1.43,16,10,52.65,74.11,-0.19,2.84
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_BP,4,BP,2,2.61,1.31,1.3,16,10,46.09,89.2,-0.47,3.16
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_BP,4,BP,3,2.59,1.42,1.17,16,10,50.28,84.13,-0.29,3.13
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_BP,4,BP,4,2.29,0.82,1.47,16,10,44.26,84.97,0.53,1.99
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_BP,4,BP,5,2.85,1.51,1.34,16,10,48.2,79.17,1.3,1.69
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_BP,4,BP,6,2.53,1.37,1.16,16,11,47.37,89.35,-0.45,3.76
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KW,1,KW,1,3.04,1.45,1.59,15,10,45.12,92.71,-0.99,3.32
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KW,1,KW,2,3.2,1.68,1.52,6,17,53.88,88.54,-0.63,2.86
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KW,1,KW,3,2.84,1.68,1.16,6,15,49.14,82.91,-0.63,1.61
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KW,1,KW,4,2.04,1.4,0.64,6,15,48.36,88.38,-0.49,1.67
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KW,1,KW,5,3.9,3.05,0.85,15,10,49.43,90.76,-0.54,2.66
Flower,Nutrient solution,HSR,NSA2_0.0,NSA2_0.0_KW,1,KW,6,4.11,2.58,1.53,15,14,50.74,86.15,-0.68,1.73
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KW,2,KW,1,3.96,2.34,1.62,16,14,48.19,87.49,-1.44,3.98
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KW,2,KW,2,4.01,2.25,1.76,16,15,49.22,91.26,-0.6,2.63
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KW,2,KW,3,3.13,1.61,1.52,7,15,50.95,80.77,-0.83,3.43
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KW,2,KW,4,5.16,4.77,0.39,22,21,45.27,87.19,-1.67,6.1
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KW,2,KW,5,3.83,1.85,1.98,19,14,42.78,90.33,-0.57,2.33
Flower,Nutrient solution,HSR,NSA2_0.1,NSA2_0.1_KW,2,KW,6,3.25,2.59,0.66,19,13,43.48,93.81,-1.16,4.38
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KW,3,KW,1,4.35,3.93,0.42,16,10,44.76,80.57,-0.66,3.28
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KW,3,KW,2,3.53,2.17,1.36,16,10,46.45,91.43,-0.54,2.87
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KW,3,KW,3,3.51,1.64,1.87,16,15,46.9,92.2,-0.55,2.95
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KW,3,KW,4,3.34,1.79,1.55,16,10,50.99,92.73,-0.7,3.35
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KW,3,KW,5,3.12,1.88,1.24,12,10,49.25,90.32,-0.72,2.97
Flower,Nutrient solution,HSR,NSA2_0.3,NSA2_0.3_KW,3,KW,6,3.81,1.78,2.03,14,11,54.34,91.23,-0.43,2.94
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KW,4,KW,1,2.95,2.76,0.19,16,11,41.49,74.77,-1.1,3.57
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KW,4,KW,2,3.28,3.23,0.05,22,10,49.78,85.02,-0.36,1.55
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KW,4,KW,3,3.72,2.44,1.28,16,12,50.91,84.95,-0.39,1.59
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KW,4,KW,4,3.76,2.58,1.18,16,10,49.12,89.37,-0.82,3.64
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KW,4,KW,5,3.65,2.65,1,16,10,42.17,84.39,-0.8,3.14
Flower,Nutrient solution,HSR,NSA2_0.5,NSA2_0.5_KW,4,KW,6,3.11,2.95,0.16,22,10,47.07,88.7,-1.45,5.32
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,1,AG,1,3.52,1.94,1.58,3,10,55.63,77.11,-14.83,28.16
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,1,AG,2,2.42,1.37,1.05,8,11,52.44,80.02,-14.22,27.86
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,1,AG,3,2.15,1.28,0.87,11,10,49.37,80.78,-11.74,23.76
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,1,AG,4,2.52,1.42,1.1,9,10,52.56,77.5,-15.31,30.13
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_AG,1,AG,5,2.68,1.67,1.01,10,11,58.12,78.47,-16.04,31.24
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,2,AG,1,2.76,1.27,1.49,13,12,54.42,84.65,-13.25,26.36
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,2,AG,2,3.08,1.29,1.79,14,10,59.94,80.95,-13.51,27.46
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,2,AG,3,2.63,1.14,1.49,13,11,54.99,82.25,-14.24,27.61
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,2,AG,4,2.97,1.51,1.46,14,11,56.65,81.68,-15.08,30.01
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_AG,2,AG,5,3.1,1.79,1.31,16,12,45.39,81,-13.99,27.09
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,3,AG,1,2.82,1.32,1.5,10,12,52.9,81.36,-15.49,29.28
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,3,AG,2,3.02,1.7,1.32,12,10,57.92,81.36,-15.49,29.28
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,3,AG,3,2.9,1.46,1.44,14,12,53.72,77.27,-9.47,19.09
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,3,AG,4,2.98,1.93,1.05,19,11,45.96,80.77,-15.28,28.73
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_AG,3,AG,5,3.09,2.37,0.72,19,10,54.48,78.23,-17.27,32.89
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,4,AG,1,2.28,0.63,1.65,13,11,50.64,77.95,-13.58,25.11
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,4,AG,2,2.88,1.46,1.42,14,10,55.9,77.96,-14.76,28.94
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,4,AG,3,2.51,1.43,1.08,12,10,58.9,80.31,-14.83,29.35
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,4,AG,4,2.8,1.47,1.33,16,12,54.35,79.67,-13.33,26.13
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_AG,4,AG,5,2.75,1.45,1.3,11,12,55.23,80.61,-13.46,26.16
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,1,CP,1,3.55,1.46,2.09,5,17,55.9,76.34,5.62,4
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,1,CP,2,3.8,0.88,2.92,3,13,59.21,71.54,3.27,2.79
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,1,CP,3,3.82,0.93,2.89,7,15,61.32,78.74,5.71,3.73
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,1,CP,4,3.14,0.78,2.36,7,11,61.32,84.46,5.73,2.14
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0-KP,1,CP,5,3.11,0.97,2.14,10,10,51.06,79.28,6.82,1.85
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,2,CP,1,3.74,1.62,2.12,11,14,61.94,70.19,5.53,1.23
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,2,CP,2,2.98,1.3,1.68,11,11,55.54,79.65,5.28,2.32
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,2,CP,3,4.11,2.22,1.89,13,14,58.35,81.28,5.29,3.02
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,2,CP,4,2.32,1,1.32,8,14,60.9,79.54,6.1,1.65
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1-KP,2,CP,5,2.11,0.8,1.31,8,12,60.85,80.78,5.58,2.65
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,3,CP,1,3.07,1.66,1.41,13,11,58.08,86.11,3.46,4.3
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,3,CP,2,2.88,1.26,1.62,13,14,54.59,80.54,1.76,3.4
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,3,CP,3,3.15,1.13,2.02,13,13,53.87,83.18,2.81,3.32
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,3,CP,4,2.66,0.82,1.84,11,14,50.75,69.16,2.74,3.01
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3-KP,3,CP,5,3.3,0.91,2.39,11,13,57.61,83.38,4.73,2.68
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,4,CP,1,3.42,1.44,1.98,11,13,59.74,80.58,4.53,2.88
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,4,CP,2,4,2.21,1.79,13,14,59.73,80.15,5.04,2.83
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,4,CP,3,3.66,1.58,2.08,11,14,60.62,81.59,8.86,1.45
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,4,CP,4,2.35,0.9,1.45,8,14,60.6,84.22,8.28,2.33
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5-KP,4,CP,5,3.56,1.42,2.14,11,12,60.02,78.99,6.8,2.95
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,1,KW,1,2.34,1.36,0.98,8,11,44.49,91.32,-1.83,5.82
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,1,KW,2,2.57,2.17,0.4,10,10,46.02,88.35,1.95,0.14
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,1,KW,3,2.62,1.37,1.25,10,15,50.21,83.11,0.89,0.72
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,1,KW,4,2.14,1.05,1.09,10,11,48.02,83.3,3.98,-1.24
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_BP,1,KW,5,2.31,1.19,1.12,8,12,49.39,85.78,-0.51,2.25
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,2,BP,1,1.92,0.73,1.19,12,10,49.34,87.76,2.65,-0.41
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,2,BP,2,2.42,0.73,1.69,13,10,43.58,89.23,2.38,1.08
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,2,BP,3,1.95,0.74,1.21,13,10,47.76,85.01,1.44,0.87
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,2,BP,4,2.69,0.95,1.74,20,10,49.01,84.51,1.02,1.01
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_BP,2,BP,5,3.07,0.96,2.11,14,9,49.17,80.23,5.97,-4.22
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,3,BP,1,2.37,0.79,1.58,14,10,54.87,84.05,0.77,1.23
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,3,BP,2,2.35,0.57,1.78,16,10,50.6,85.36,2.1,0.35
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,3,BP,3,2.67,0.98,1.69,16,10,50.99,82.6,3.76,-1.28
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,3,BP,4,2.32,0.79,1.53,16,10,49.6,87.01,0.65,1.86
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_BP,3,BP,5,2.9,1.12,1.78,20,10,48.14,92.02,-0.01,3.45
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,4,BP,1,2.6,0.98,1.62,16,10,54.02,87.47,2.08,-0.35
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,4,BP,2,2.18,1.05,1.13,16,10,50.66,80.68,2.96,-0.12
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,4,BP,3,2.96,1.12,1.84,15,10,51.51,79.83,8,-6.35
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,4,BP,4,2.66,1.08,1.58,16,10,49.03,81.67,5.96,-4.09
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_BP,4,BP,5,2.45,1.04,1.41,15,10,48.69,84.06,5.63,-3
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,1,KW,1,3.04,1.45,1.59,7,10,45.12,92.71,-0.99,3.32
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,1,KW,2,3.2,1.68,1.52,7,15,53.88,88.54,-0.63,2.86
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,1,KW,3,2.84,1.68,1.16,7,11,49.14,82.91,-0.63,1.61
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,1,KW,4,2.04,1.4,0.64,7,15,48.36,88.38,-0.49,1.67
Flower,Nutrient solution,NSA3,NSA3_0.0,NSA3_0.0_KW,1,KW,5,3.9,3.05,0.85,7,15,49.43,90.76,-0.54,2.66
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,2,KW,1,2.32,1.27,1.05,8,11,45.75,86.82,-0.39,2.65
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,2,KW,2,3.22,1.65,1.57,20,11,43.66,89.57,-0.9,3.79
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,2,KW,3,3.17,2.38,0.79,20,11,47.5,87.13,-0.38,1.84
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,2,KW,4,3.6,1.1,2.5,10,12,49.9,86.15,-0.81,4.17
Flower,Nutrient solution,NSA3,NSA3_0.1,NSA3_0.1_KW,2,KW,5,3.6,2.12,1.48,20,10,45.55,85.45,-1.18,4.55
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,3,KW,1,2.82,0.85,1.97,14,10,45.51,91.77,-0.73,3.54
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,3,KW,2,2.25,0.66,1.59,8,10,46.65,86.56,-0.5,2.56
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,3,KW,3,2.54,0.75,1.79,14,11,48.03,90.79,-0.53,2.28
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,3,KW,4,3.8,2.43,1.37,20,10,46.62,83.96,-0.55,3.16
Flower,Nutrient solution,NSA3,NSA3_0.3,NSA3_0.3_KW,3,KW,5,4.31,1.33,2.98,12,12,49.65,87.48,-0.6,2.11
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,4,KW,1,3.63,2.16,1.47,20,10,54.28,87.9,-0.27,2.65
Flower,Nutrient solution,NSA3,NSA3_0.5,NSA3_0.5_KW,4,KW,2,3.15,1.7,1.45,16,10,50.23,86.94,-0.28,1.57
