substrate,Group,Concentration,one_group,treat.No.,Cultivar,samples,Stem_volume,Stem_nodes,Length,Bush,Flowering_day,SPAD,Total_nitrogen,PO,KO,CaO,MgO,Fresh_weight,Dry_weight,Weight_diff,Vase_life,Petals,Petal_size,L,a,b
Nutrient solution,HSR,0.1,NSA,2,AG,4,3.54,9,38.5,3,73,101.7,1.49,0.53,3.03,0.17,0.59,2.67,1.47,1.2,13,10,58.62,80.31,-16.52,31.79
Nutrient solution,HSR,0.1,NSA,2,AG,5,3.34,8,47.5,2,56,99.9,1.46,0.53,3.02,0.18,0.59,3.58,3.4,0.18,19,10,55.47,77.81,-14.78,28.73
Nutrient solution,HSR,0.1,NSA,2,AG,6,3.18,8,34,4,65,104.7,1.46,0.54,3.02,0.18,0.59,2.34,1.56,0.78,7,12,57.61,80.19,-15.29,28.99
Nutrient solution,HSR,0.3,NSA,3,AG,1,3.48,7,45,4,65,107,1.39,0.6,3.17,0.16,0.59,2.75,1.77,0.98,13,11,52.15,82.99,-14.16,27.34
Nutrient solution,HSR,0.3,NSA,3,AG,2,3.1,9,52.5,3,61,106.1,1.38,0.6,3.19,0.16,0.59,2.3,1.39,0.91,6,10,51.18,79.5,-15.52,29.4
Nutrient solution,HSR,0.3,NSA,3,AG,3,3.23,9,51.5,4,65,106.5,1.38,0.62,3.17,0.16,0.59,2.41,1.42,0.99,8,10,55.32,75.81,-13.91,26.39
Nutrient solution,HSR,0.3,NSA,3,AG,4,2.92,9,41,5,62,89.9,1.38,0.6,3.19,0.16,0.59,1.93,0.88,1.05,5,12,55.75,83.02,-15.54,30.15
Nutrient solution,HSR,0.3,NSA,3,AG,5,3.94,9,46.5,5,56,124.5,1.37,0.62,3.19,0.16,0.59,2.73,1.75,0.98,6,12,57.94,81.88,-13.5,27.64
Nutrient solution,HSR,0.3,NSA,3,AG,6,3.52,9,44.5,5,77,120.2,1.37,0.62,3.17,0.16,0.59,3.62,2.67,0.95,16,10,56.95,79.14,-16.58,31.68
Nutrient solution,HSR,0.5,NSA,4,AG,1,3.13,9,46,6,65,106.5,1.27,0.52,3.25,0.14,0.59,2.65,1.85,0.8,13,10,51.46,80.26,-15.7,30.52
Nutrient solution,HSR,0.5,NSA,4,AG,2,3.27,9,45,4,65,110.9,1.29,0.53,3.27,0.15,0.58,2.26,1.61,0.65,13,10,54.61,82.52,-15.3,28.83
Nutrient solution,HSR,0.5,NSA,4,AG,3,3.44,9,36,3,68,105.3,1.25,0.53,3.25,0.14,0.59,2.27,1.55,0.72,10,12,54.66,80.37,-14.99,28.87
Nutrient solution,HSR,0.5,NSA,4,AG,4,5,9,48,4,59,120.5,1.3,0.53,3.27,0.15,0.58,2.05,1.47,0.58,10,10,56.43,83.84,-13.51,26.84
Nutrient solution,HSR,0.5,NSA,4,AG,5,3.55,9,51.5,6,64,127.1,1.27,0.52,3.25,0.16,0.58,2.35,1.72,0.63,16,10,51.52,83.77,-13.97,27.03
Nutrient solution,HSR,0.5,NSA,4,AG,6,3.68,8,44,6,65,112.2,1.25,0.53,3.24,0.14,0.59,1.94,1.52,0.42,10,10,51.32,79.99,-17.61,32.39
Nutrient solution,HSR,0,NSA,1,CP,1,3.64,7,56,3,59,90.1,1.04,0.89,2.46,0.2,0.39,3.55,1.46,2.09,8,14,55.9,76.34,5.62,4
Nutrient solution,HSR,0,NSA,1,CP,2,3.86,8,43.5,3,59,81.9,1.06,0.88,2.47,0.26,0.48,3.8,0.88,2.92,11,12,59.21,71.54,3.27,2.79
Nutrient solution,HSR,0,NSA,1,CP,3,3.98,6,36,3,64,86.5,1.02,0.88,2.46,0.2,0.39,3.82,0.93,2.89,6,15,61.32,78.74,5.71,3.73
Nutrient solution,HSR,0,NSA,1,CP,4,3.13,8,48,4,64,114.7,1.06,0.88,2.44,0.2,0.39,3.14,0.78,2.36,10,12,61.32,84.46,5.73,2.14
Nutrient solution,HSR,0,NSA,1,CP,5,4.06,9,46.5,4,67,82.9,1.04,0.88,2.46,0.2,0.39,3.11,0.97,2.14,6,16,51.06,79.28,6.82,1.85
Nutrient solution,HSR,0,NSA,1,CP,6,3.95,8,39,3,68,77.3,1.06,0.88,2.44,0.2,0.39,2.6,0.82,1.78,10,12,66.18,73.26,5.14,2.12
Nutrient solution,HSR,0.1,NSA,2,CP,1,4.37,9,45.5,3,65,114.5,1.18,0.95,2.6,0.22,0.54,3.53,1.47,2.06,11,13,57.54,80.86,3.68,2.98
Nutrient solution,HSR,0.1,NSA,2,CP,2,4.81,7,56.5,3,65,104.4,1.19,0.98,2.65,0.29,0.66,3.44,1.32,2.12,16,15,41.9,83.78,6.76,7.23
Nutrient solution,HSR,0.1,NSA,2,CP,3,4.65,9,58.5,5,64,103.3,1.19,0.97,2.6,0.22,0.54,3.33,1.71,1.62,11,11,58.14,85.17,3.72,5.7
Nutrient solution,HSR,0.1,NSA,2,CP,4,5.44,9,63,4,64,137.6,1.18,0.95,2.6,0.22,0.54,3.5,1.59,1.91,11,13,54.59,83.2,8.96,3.14
Nutrient solution,HSR,0.1,NSA,2,CP,5,4.96,6,56.5,4,62,126.3,1.18,0.95,2.63,0.22,0.54,3.62,2.15,1.47,16,11,57.79,79.92,1.95,7.55
Nutrient solution,HSR,0.1,NSA,2,CP,6,4.23,8,53,4,65,114.5,1.17,0.95,2.6,0.22,0.54,3.05,1.89,1.16,11,12,55.81,75.08,8.36,2.2
Nutrient solution,HSR,0.3,NSA,3,CP,1,5.16,9,59,5,59,122.8,1.05,1.61,2.88,0.23,0.58,3.08,1.54,1.54,11,12,59.03,80.54,8.32,3.04
Nutrient solution,HSR,0.3,NSA,3,CP,2,4.07,9,54.5,3,65,110.3,1.06,1.63,2.86,0.3,0.71,3.08,1.39,1.69,13,13,56.25,81.53,6.97,1.79
Nutrient solution,HSR,0.3,NSA,3,CP,3,3.68,8,48,3,65,104.8,1.04,1.6,2.84,0.23,0.58,2.49,1.23,1.26,13,12,57.19,60.04,4.33,1.9
Nutrient solution,HSR,0.3,NSA,3,CP,4,4.2,8,55,4,59,108.5,1.04,1.6,2.88,0.23,0.58,3.05,1.07,1.98,13,13,60.08,84.41,6.46,3.93
Nutrient solution,HSR,0.3,NSA,3,CP,5,4.24,7,50,5,61,102,1.04,1.6,2.88,0.23,0.58,3.42,1.56,1.86,13,12,59.22,76.02,4.07,3.58
Nutrient solution,HSR,0.3,NSA,3,CP,6,4.21,8,53.5,5,65,117.2,1.04,1.6,2.87,0.22,0.57,3.75,1.77,1.98,11,13,57.26,85.12,3.56,3.92
Nutrient solution,HSR,0.5,NSA,4,CP,1,4.49,8,49,4,65,123.4,0.52,2.55,2.71,0.23,0.63,3.63,2.38,1.25,16,12,57.23,78.15,7.54,1.97
Nutrient solution,HSR,0.5,NSA,4,CP,2,4.53,9,51.5,3,68,123.9,0.55,2.54,2.72,0.3,0.74,3.19,1.68,1.51,12,13,59.02,86.38,6.43,2.8
Nutrient solution,HSR,0.5,NSA,4,CP,3,4.39,9,60.5,4,65,115.1,0.51,2.57,2.7,0.23,0.63,2.99,1.8,1.19,16,13,52.9,84.41,4.35,3.09
Nutrient solution,HSR,0.5,NSA,4,CP,4,4.7,9,55,4,65,118.4,0.52,2.53,2.74,0.24,0.64,3.22,1.56,1.66,10,10,57.04,79.92,6,3.06
Nutrient solution,HSR,0.5,NSA,4,CP,5,4.26,8,56.5,4,62,133.7,0.52,2.55,2.71,0.23,0.63,3.29,1.85,1.44,11,10,62.33,77.81,7.43,0.9
Nutrient solution,HSR,0.5,NSA,4,CP,6,4.07,8,52.5,6,65,106.7,0.52,2.53,2.74,0.24,0.64,3.09,1.55,1.54,13,12,55.33,80.43,5.42,2.31
Nutrient solution,HSR,0,NSA,1,BP,1,3.83,6,53.5,4,56,107.5,1.15,1.71,2.77,0.36,0.89,2.34,1.36,0.98,15,10,44.49,90.52,-1.5,4.92
Nutrient solution,HSR,0,NSA,1,BP,2,3.63,7,46,4,56,118.2,1.16,1.72,2.78,0.42,1,5.57,2.17,3.4,13,11,46.02,87.73,2.06,0.01
Nutrient solution,HSR,0,NSA,1,BP,3,4.97,6,50.5,3,59,101.4,1.17,1.73,2.78,0.36,0.89,2.62,1.37,1.25,15,10,50.21,83.31,0.9,0.7
Nutrient solution,HSR,0,NSA,1,BP,4,3.24,6,49,4,65,119,1.16,1.72,2.78,0.43,1.01,2.14,1.05,1.09,15,10,48.02,78.71,3.94,-1.81
Nutrient solution,HSR,0,NSA,1,BP,5,4.07,6,52.5,4,65,111.7,1.15,1.71,2.77,0.36,1.04,2.31,1.19,1.12,15,10,49.39,83.81,-0.43,2.16
Nutrient solution,HSR,0,NSA,1,BP,6,4.2,6,51.5,4,68,145.5,1.17,1.7,2.74,0.36,0.89,2.32,1.51,0.81,15,10,47.16,86.76,0.15,2.26
Nutrient solution,HSR,0.1,NSA,2,BP,1,5.49,6,54.5,4,61,142.6,1.12,0.71,2.47,0.37,0.82,2.49,1.12,1.37,14,7,46.66,84.01,2.05,-0.22
Nutrient solution,HSR,0.1,NSA,2,BP,2,4.11,6,42.5,4,62,114.6,1.13,0.72,2.46,0.44,0.9,1.24,0.77,0.47,13,10,41.44,88.51,0.06,3.19
Nutrient solution,HSR,0.1,NSA,2,BP,3,3.9,6,44.5,4,65,124.3,1.14,0.73,2.45,0.36,0.82,2.92,1.59,1.33,16,10,49.53,88.2,2.25,-0.28
Nutrient solution,HSR,0.1,NSA,2,BP,4,4.68,7,54,4,65,165.9,1.35,0.72,2.75,0.38,0.92,2.6,0.99,1.61,16,10,47.34,83.33,3.29,-0.38
Nutrient solution,HSR,0.1,NSA,2,BP,5,3.96,6,48.5,4,68,144.4,1.1,0.73,2.45,0.44,0.9,2.81,1.82,0.99,16,10,44.6,85.94,1.19,1.59
Nutrient solution,HSR,0.1,NSA,2,BP,6,4.45,6,56.5,5,62,154.7,1.15,73,2.44,0.36,0.82,2.65,1.69,0.96,16,10,50.4,76.09,10.27,-8.34
Nutrient solution,HSR,0.3,NSA,3,BP,1,3.45,6,53,3,56,134.9,0.91,1.88,2.47,0.35,0.77,2.31,1.03,1.28,14,10,49.8,87.82,0.83,1.98
Nutrient solution,HSR,0.3,NSA,3,BP,2,4.51,7,57,6,68,132,0.93,1.89,2.48,0.42,0.88,2.93,1.24,1.69,16,10,48.8,86.61,0.59,1.85
Nutrient solution,HSR,0.3,NSA,3,BP,3,3.9,5,43.5,4,68,109,0.93,1.87,2.44,0.35,0.77,2.65,1.48,1.17,16,10,45.93,82.24,0.26,2.35
Nutrient solution,HSR,0.3,NSA,3,BP,4,4.45,4,54.5,5,68,142,1.05,0.66,2.61,0.32,0.85,2.79,1.18,1.61,16,10,54.02,86.11,0.79,1.54
Nutrient solution,HSR,0.3,NSA,3,BP,5,4.69,6,49.5,3,65,124.1,0.91,1.87,2.45,0.42,0.88,2.45,1,1.45,14,10,51.02,60.71,6.41,-4.2
Nutrient solution,HSR,0.3,NSA,3,BP,6,4.16,7,46.5,6,68,121.5,0.92,1.89,2.48,0.42,0.87,2.57,1.16,1.41,16,10,47.82,75.09,7.13,-6.02
Nutrient solution,HSR,0.5,NSA,4,BP,1,5.59,7,60.5,6,68,126,1.33,0.75,2.1,0.32,0.78,2.55,1.12,1.43,16,10,52.65,74.11,-0.19,2.84
Nutrient solution,HSR,0.5,NSA,4,BP,2,4.56,5,54.5,5,77,154.7,1.35,0.76,2.12,0.39,0.88,2.61,1.31,1.3,16,10,46.09,89.2,-0.47,3.16
Nutrient solution,HSR,0.5,NSA,4,BP,3,4.28,5,48,4,75,123.9,1.34,0.77,2.12,0.33,0.78,2.59,1.42,1.17,16,10,50.28,84.13,-0.29,3.13
Nutrient solution,HSR,0.5,NSA,4,BP,4,3.97,6,48,4,77,121.2,1.26,0.63,2.43,0.34,0.84,2.29,0.82,1.47,16,10,44.26,84.97,0.53,1.99
Nutrient solution,HSR,0.5,NSA,4,BP,5,3.87,6,43.5,3,80,127.1,1.33,0.75,2.1,0.39,0.88,2.85,1.51,1.34,16,10,48.2,79.17,1.3,1.69
Nutrient solution,HSR,0.5,NSA,4,BP,6,4.54,5,49.5,6,82,134,1.35,0.76,2.13,0.39,0.88,2.53,1.37,1.16,16,11,47.37,89.35,-0.45,3.76
Nutrient solution,HSR,0,NSA,1,KW,1,4.14,6,43.5,5,66,121.1,1.51,0.77,2.36,0.21,0.51,3.04,1.45,1.59,15,10,45.12,92.71,-0.99,3.32
Nutrient solution,HSR,0,NSA,1,KW,2,3.72,8,54,3,65,94.4,1.53,0.79,2.35,0.27,0.61,3.2,1.68,1.52,6,17,53.88,88.54,-0.63,2.86
Nutrient solution,HSR,0,NSA,1,KW,3,4.45,7,43,4,66,126.2,1.49,0.77,2.35,0.21,0.51,2.84,1.68,1.16,6,15,49.14,82.91,-0.63,1.61
Nutrient solution,HSR,0,NSA,1,KW,4,5.05,7,55,3,65,111.8,1.47,0.78,2.35,0.21,0.51,2.04,1.4,0.64,6,15,48.36,88.38,-0.49,1.67
Nutrient solution,HSR,0,NSA,1,KW,5,4.67,7,51,3,65,127.1,1.54,0.74,2.33,0.27,0.56,3.9,3.05,0.85,15,10,49.43,90.76,-0.54,2.66
Nutrient solution,HSR,0,NSA,1,KW,6,5.1,7,49.5,4,65,103.7,1.47,0.78,2.35,0.21,0.51,4.11,2.58,1.53,15,14,50.74,86.15,-0.68,1.73
Nutrient solution,HSR,0.1,NSA,2,KW,1,4.45,6,49.5,4,65,138.3,1.23,1.26,1.85,0.22,0.38,3.96,2.34,1.62,16,14,48.19,87.49,-1.44,3.98
Nutrient solution,HSR,0.1,NSA,2,KW,2,4.52,7,50.5,3,68,154,1.26,1.25,1.86,0.26,0.44,4.01,2.25,1.76,16,15,49.22,91.26,-0.6,2.63
Nutrient solution,HSR,0.1,NSA,2,KW,3,3.97,7,46.5,3,68,144.5,1.24,1.25,1.85,0.22,0.38,3.13,1.61,1.52,7,15,50.95,80.77,-0.83,3.43
Nutrient solution,HSR,0.1,NSA,2,KW,4,3.93,7,46,3,65,149.5,1.24,1.25,1.85,0.22,0.38,5.16,4.77,0.39,22,21,45.27,87.19,-1.67,6.1
Nutrient solution,HSR,0.1,NSA,2,KW,5,4.23,8,51,5,64,122.2,1.23,1.27,1.84,0.22,0.38,3.83,1.85,1.98,19,14,42.78,90.33,-0.57,2.33
Nutrient solution,HSR,0.1,NSA,2,KW,6,4.88,7,47.5,4,65,131.3,1.24,1.25,1.85,0.22,0.38,3.25,2.59,0.66,19,13,43.48,93.81,-1.16,4.38
Nutrient solution,HSR,0.3,NSA,3,KW,1,5.36,8,49.5,3,65,89.5,1.55,0.54,1.98,0.18,0.39,4.35,3.93,0.42,16,10,44.76,80.57,-0.66,3.28
Nutrient solution,HSR,0.3,NSA,3,KW,2,4.15,8,45.5,4,64,153.6,1.56,0.57,1.96,0.22,0.47,3.53,2.17,1.36,16,10,46.45,91.43,-0.54,2.87
Nutrient solution,HSR,0.3,NSA,3,KW,3,3.52,7,52.5,3,59,126.3,1.55,0.54,1.98,0.18,0.39,3.51,1.64,1.87,16,15,46.9,92.2,-0.55,2.95
Nutrient solution,HSR,0.3,NSA,3,KW,4,4.78,7,50.5,4,59,147.1,1.55,0.54,1.98,0.18,0.39,3.34,1.79,1.55,16,10,50.99,92.73,-0.7,3.35
Nutrient solution,HSR,0.3,NSA,3,KW,5,4.26,7,45.5,4,77,139.4,1.57,0.54,1.98,0.18,0.39,3.12,1.88,1.24,12,10,49.25,90.32,-0.72,2.97
Nutrient solution,HSR,0.3,NSA,3,KW,6,4.33,8,45,4,79,125,1.55,0.54,1.98,0.18,0.39,3.81,1.78,2.03,14,11,54.34,91.23,-0.43,2.94
Nutrient solution,HSR,0.5,NSA,4,KW,1,4.72,7,48.5,4,77,142.6,1.72,0.56,2.11,0.21,0.43,2.95,2.76,0.19,16,11,41.49,74.77,-1.1,3.57
Nutrient solution,HSR,0.5,NSA,4,KW,2,5.07,6,46.5,4,65,150.4,1.75,0.54,2.15,0.25,0.5,3.28,3.23,0.05,22,10,49.78,85.02,-0.36,1.55
Nutrient solution,HSR,0.5,NSA,4,KW,3,4.03,7,51.5,3,56,126.3,1.71,0.55,2.11,0.21,0.43,3.72,2.44,1.28,16,12,50.91,84.95,-0.39,1.59
Nutrient solution,HSR,0.5,NSA,4,KW,4,5.68,7,54.5,5,59,106.3,1.71,0.55,2.11,0.21,0.43,3.76,2.58,1.18,16,10,49.12,89.37,-0.82,3.64
Nutrient solution,HSR,0.5,NSA,4,KW,5,3.48,7,46.5,3,68,106.5,1.74,0.56,2.11,0.21,0.43,3.65,2.65,1,16,10,42.17,84.39,-0.8,3.14
Nutrient solution,HSR,0.5,NSA,4,KW,6,5.25,8,56,4,62,126.3,1.71,0.55,2.11,0.21,0.43,3.11,2.95,0.16,22,10,47.07,88.7,-1.45,5.32
