condition,substrate,group,treatment_method ,treatment,concat,concentration,cultivar,samples,stem_volume,stem_nodes,length,bush,flowering_day,SPAD,T-N,P2O5,K2O,CaO,MgO,fresh_weight,dry_weight,A-B,vase_life_days,petals,petal_size,L,a,b
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KP,PSC1_KP,1,KP,1,5.06,9,53,5,59,85.6,1.56,0.33,2.92,0.2,0.47,2.79,0.7,2.09,4,10,52.35,78.98,12.38,2.49
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KP,PSC1_KP,1,KP,2,4.52,9,65,5,63,80.2,1.52,0.34,2.93,0.25,0.56,2.52,0.49,2.03,8,10,45.62,74.68,11.3,2.97
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KP,PSC1_KP,1,KP,3,4.85,8,63,5,64,88.2,1.55,0.33,2.91,0.2,0.47,3.45,0.39,3.06,12,13,54.03,80.61,15.65,2.3
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KP,PSC1_KP,1,KP,4,4.71,9,63,4,65,85.5,1.55,0.33,2.91,0.2,0.47,3.02,0.61,2.41,7,10,50.01,68.94,17.88,2.22
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KP,PSC1_KP,1,KP,5,4.3,8,59,4,61,97,1.55,0.36,2.93,0.2,0.47,3.25,0.55,2.7,8,11,51.77,78.86,8.32,2.46
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KP,PSC1_KP,1,KP,6,4.32,8,68,5,59,119.3,1.55,0.33,2.96,0.2,0.47,3.3,1,2.3,7,10,52.22,69.12,21.12,3.48
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_BP,PSC1_BP,0,BP,1,4.34,6,43,5,56,98.6,1.16,0.39,2.62,0.31,0.59,2.26,0.52,1.74,7,11,43.21,88.35,1.91,1.74
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_BP,PSC1_BP,0,BP,2,4.99,6,51,6,73,96,1.18,0.35,2.66,0.38,0.68,2.87,0.47,2.4,9,12,40.69,31.41,37.29,-31.48
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_BP,PSC1_BP,0,BP,3,4.73,5,56,5,62,89.1,1.18,0.37,2.64,0.31,0.58,2.01,0.56,1.45,9,15,42.77,33.24,30.65,-25.69
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_BP,PSC1_BP,0,BP,4,3.84,5,51.5,4,59,110.6,1.18,0.35,2.66,0.38,0.68,2.51,0.61,1.9,9,14,45.89,67.86,13.02,-11.9
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_BP,PSC1_BP,0,BP,5,4.75,6,69,4,64,102.6,1.16,0.35,2.62,0.37,0.67,2.23,0.47,1.76,7,12,42.89,60.04,12.93,-12.03
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_BP,PSC1_BP,0,BP,6,5.3,6,54.5,5,65,116.6,1.18,0.35,2.64,0.38,0.68,2.52,0.78,1.74,7,10,40.97,71.49,9.93,-8.29
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_BP,PSC1_BP,0.3,BP,1,4.93,6,63,6,59,109.2,1.16,0.42,2.69,0.34,0.64,2.47,0.39,2.08,10,10,45.65,42.39,26.48,-21.91
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_BP,PSC1_BP,0.3,BP,2,4.61,6,52.5,5,65,100,1.15,0.46,2.67,0.41,0.73,2.02,0.39,1.63,10,10,41.03,58.09,20.52,-16.66
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_BP,PSC1_BP,0.3,BP,3,4.91,6,50.5,6,65,95,0.96,0.34,2.33,0.25,0.47,2.65,0.02,2.63,12,12,41.54,87.07,1.39,1.8
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_BP,PSC1_BP,0.3,BP,4,5.04,5,42.5,4,60,115.7,1.15,0.46,2.67,0.41,0.73,3.93,0.71,3.22,12,12,42.78,75.89,4.86,-2.03
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_BP,PSC1_BP,0.3,BP,5,4.74,6,59,4,61,116.2,1.74,0.81,2.47,0.33,0.87,3.34,0.74,2.6,10,11,40.01,47.97,21.2,-18.45
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_BP,PSC1_BP,0.3,BP,6,5.17,5,46.5,4,76,117.9,1.15,0.46,2.67,0.41,0.73,1.18,0.36,0.82,3,10,40.46,72.38,5.42,0.93
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_BP,PSC1_BP,0.5,BP,1,5.35,6,64.5,6,65,108.9,1.12,0.32,2.77,0.29,0.56,1.66,0.5,1.16,5,10,45.87,65.93,10.41,-8.44
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_BP,PSC1_BP,0.5,BP,2,4.78,6,72,6,64,108.1,1.15,0.35,2.76,0.36,0.65,2.58,0.49,2.09,8,10,46,76.19,-0.86,5
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_BP,PSC1_BP,0.5,BP,3,5.3,6,61.5,6,65,121.6,0.93,0.34,2.56,0.24,0.51,1.36,0.67,0.69,3,10,45.24,67.74,14.88,-12.34
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_BP,PSC1_BP,0.5,BP,4,4.48,5,53.5,4,65,106.3,1.15,0.35,2.76,0.36,0.65,1.83,0.46,1.37,7,10,43.09,54.7,19.04,-16.5
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_BP,PSC1_BP,0.5,BP,5,4.39,6,53,5,56,117.4,1.6,0.55,2.26,0.39,0.85,1.9,0.33,1.57,10,12,40.08,76.81,4.74,-0.92
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_BP,PSC1_BP,0.5,BP,6,4.94,6,57,4,59,106.5,1.15,0.35,2.76,0.36,0.65,2.47,0.61,1.86,8,10,42.62,76.17,4.96,-2.79
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_BP,PSC1_BP,1,BP,1,4.31,6,54,4,61,107.1,1.02,0.37,2.78,0.3,0.52,2.53,0.47,2.06,5,10,40.01,37.75,28.73,-23.57
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_BP,PSC1_BP,1,BP,2,4.88,6,50.5,3,62,112,1.05,0.38,2.79,0.37,0.59,3.06,0.63,2.43,8,11,44.29,76.69,7.06,-4.28
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_BP,PSC1_BP,1,BP,3,4.27,6,64,4,65,113.6,0.97,0.36,2.74,0.23,0.5,NA,NA,NA,8,10,46.25,44.46,26.46,-21.02
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_BP,PSC1_BP,1,BP,4,4.41,6,56,4,60,104.3,1.04,0.38,2.77,0.37,0.59,2.24,0.57,1.67,10,13,40.39,90.95,0.54,4.44
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_BP,PSC1_BP,1,BP,5,4.07,5,51.5,4,56,114.8,1.51,0.67,2.25,0.4,0.92,1.92,0.54,1.38,8,12,38.23,67.04,10.88,-7.51
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_BP,PSC1_BP,1,BP,6,4.6,5,50,3,59,116.6,1.04,0.38,2.77,0.37,0.59,1.53,0.37,1.16,8,10,41.77,77.3,6.67,-3.7
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KW,PSC1_KW,0,KW,1,4.08,8,66.5,3,64,98.98,1.34,0.35,2.36,0.24,0.47,3.71,0.61,3.1,7,11,42.98,86.24,-2.15,6.58
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KW,PSC1_KW,0,KW,2,4.92,7,63.5,3,65,74.5,1.36,0.38,2.32,0.31,0.57,3.9,0.68,3.22,7,13,44.62,90.57,-0.85,3.83
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KW,PSC1_KW,0,KW,3,3.86,7,56.7,3,65,90.8,1.33,0.37,2.35,0.24,0.47,3.36,0.63,2.73,7,11,42.36,88.46,-0.53,2.58
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KW,PSC1_KW,0,KW,4,4.03,7,54.5,2,65,117.7,1.31,0.37,2.38,0.24,0.47,3.64,0.47,3.17,7,14,44.06,85.13,-2.29,7.68
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KW,PSC1_KW,0,KW,5,4.63,7,63.5,4,63,134,1.33,0.37,2.34,0.24,0.47,4.54,0.43,4.11,7,11,40.88,90.19,-0.7,3.84
plant,soil,PSC1,PSC1_0.0,PSC1_0.0_KW,PSC1_KW,0,KW,6,4.89,7,61,4,60,125.1,1.31,0.37,2.38,0.24,0.47,2.94,0.85,2.09,10,15,41.22,91.9,-0.79,3.35
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KW,PSC1_KW,0.3,KW,1,3.95,8,63,3,65,121.9,1.19,0.38,2.74,0.21,0.59,3.37,0.5,2.87,12,15,40.65,88.48,-0.07,3.06
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KW,PSC1_KW,0.3,KW,2,4.15,8,58,3,68,122.7,1.13,0.35,2.78,0.26,0.69,3.25,0.38,2.87,10,14,41.56,90.55,-1.65,6.47
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KW,PSC1_KW,0.3,KW,3,4.27,7,57.5,3,68,122.5,1.17,0.36,2.73,0.21,0.59,3.14,0.6,2.54,8,12,40,89.27,-0.32,3.15
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KW,PSC1_KW,0.3,KW,4,4.35,8,70,3,59,142.9,1.17,0.38,2.74,0.21,0.59,2.29,0.58,1.71,7,10,41.23,89.92,-0.18,2.37
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KW,PSC1_KW,0.3,KW,5,4.64,7,58.5,3,65,114.7,1.19,0.38,2.74,0.21,0.59,3.15,0.63,2.52,8,10,44.66,87.59,-0.4,4.19
plant,soil,PSC1,PSC1_0.3,PSC1_0.3_KW,PSC1_KW,0.3,KW,6,4.29,7,60,4,75,111.5,1.17,0.38,2.74,0.21,0.59,3.6,0.85,2.75,8,10,45.98,89.57,-0.02,3.41
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KW,PSC1_KW,0.5,KW,1,4.26,7,64,4,68,133,1.2,0.36,1.81,0.21,0.33,3.47,0.76,2.71,7,12,42.63,93.81,-0.57,4.2
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KW,PSC1_KW,0.5,KW,2,4.18,7,57,4,61,122.3,1.25,0.38,1.86,0.27,0.39,2.01,0.51,1.5,8,10,44,85.2,-1.75,9.09
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KW,PSC1_KW,0.5,KW,3,3.96,7,59.5,3,65,112.4,1.22,0.35,1.83,0.21,0.33,2.72,0.67,2.05,7,13,45.07,85.41,-0.46,2.13
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KW,PSC1_KW,0.5,KW,4,3.55,5,52.5,4,65,112.8,1.2,0.35,1.83,0.21,0.33,2.42,0.46,1.96,8,14,43.68,90.11,-2.28,7.27
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KW,PSC1_KW,0.5,KW,5,5.12,8,63,3,68,129.8,1.2,0.35,1.81,0.21,0.33,2.59,0.63,1.96,5,10,40.99,90.73,-1.38,5.87
plant,soil,PSC1,PSC1_0.5,PSC1_0.5_KW,PSC1_KW,0.5,KW,6,4.17,7,63.5,4,74,121.6,1.2,0.35,1.83,0.21,0.33,3.22,0.27,2.95,10,11,43.11,90.37,-3.43,10.84
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KW,PSC1_KW,1,KW,1,3.79,7,53,3,64,96.2,1.09,0.43,2.54,0.18,0.4,4.22,0.8,3.42,8,11,44.32,93.95,-0.19,3.17
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KW,PSC1_KW,1,KW,2,4.37,7,63.5,3,65,99.7,1.08,0.46,2.58,0.22,0.48,3.43,0.73,2.7,8,15,42.11,91.25,-1.26,5.17
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KW,PSC1_KW,1,KW,3,5.39,7,62,3,65,106,1.08,0.43,2.53,0.18,0.4,4.11,0.99,3.12,7,13,42.66,90.12,-0.31,3.66
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KW,PSC1_KW,1,KW,4,4.15,7,43,4,62,113.6,1.08,0.43,2.53,0.18,0.4,3.54,0.67,2.87,8,10,43.65,91.77,-0.4,3.43
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KW,PSC1_KW,1,KW,5,3.86,7,54.5,4,65,113.8,1.08,0.43,2.54,0.18,0.4,2.39,0.79,1.6,7,13,43.69,93.14,-0.74,4.5
plant,soil,PSC1,PSC1_1.0,PSC1_1.0_KW,PSC1_KW,1,KW,6,2.94,7,60,3,65,137,1.08,0.43,2.53,0.18,0.4,4.05,0.71,3.34,10,14,42,93.96,-0.3,4.01
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_AG,NSA1_AG,0,AG,1,3.03,7,64,3,56,108,1.12,1.47,3.23,0.18,0.65,2.6,1.29,1.31,5,10,48.85,80.93,-10.4,18.92
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_AG,NSA1_AG,0,AG,2,3.24,8,55.5,2,65,103.9,1.14,1.45,3.24,0.19,0.66,2.79,1.34,1.45,5,11,50.79,80.93,-10.4,18.92
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_AG,NSA1_AG,0,AG,3,3.81,8,57.8,2,59,121.2,1.11,1.47,3.25,0.18,0.64,2.45,1.04,1.41,5,10,51.35,83.37,-11.4,21.17
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_AG,NSA1_AG,0,AG,4,3.91,7,45,4,59,133.3,1.13,1.45,3.25,0.19,0.66,3,1.46,1.54,6,10,52.76,75.38,-13.14,24.48
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_AG,NSA1_AG,0,AG,5,3.6,7,43.5,2,59,118.2,1.16,1.47,3.24,0.18,0.62,2.72,1.35,1.37,5,11,49.71,59.81,-13.68,24.43
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_AG,NSA1_AG,0,AG,6,2.88,8,54,2,59,88.6,1.14,1.44,3.25,0.17,0.64,2.7,1.06,1.64,15,9,49.97,64.63,-8.78,16.32
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_AG,NSA1_AG,0.1,AG,1,3.23,8,43,2,59,100.6,1.06,0.7,3.13,0.16,0.53,2.29,1.08,1.21,5,10,46.72,79.96,-13.41,28.18
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_AG,NSA1_AG,0.1,AG,2,3.2,8,53.5,2,61,99.6,1.05,0.72,3.15,0.18,0.58,2.71,0.89,1.82,5,10,38.58,75.02,-12.23,24.52
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_AG,NSA1_AG,0.1,AG,3,3.82,9,49,3,76,56.4,1.08,0.71,3.13,0.16,0.55,2.75,1.31,1.44,10,14,41.74,70.7,-13.11,24.17
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_AG,NSA1_AG,0.1,AG,4,3.3,9,39,2,77,75.9,1.05,0.72,3.15,0.18,0.58,2.98,1.18,1.8,16,10,43.01,85.66,-9.76,18.06
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_AG,NSA1_AG,0.1,AG,5,3.68,10,42,2,75,103,1.08,0.74,3.14,0.16,0.53,2.19,0.69,1.5,7,10,43.65,75.22,-11.03,21.1
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_AG,NSA1_AG,0.1,AG,6,3.26,8,46.5,2,80,98.2,1.04,0.71,3.13,0.16,0.53,2.46,1.13,1.33,8,10,48.9,79.38,-11.41,21.68
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_AG,NSA1_AG,0.3,AG,1,4.01,9,56,3,65,105,0.63,2.6,3.38,0.17,0.58,2.67,1.11,1.56,10,10,44.16,70.23,-10.13,20.41
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_AG,NSA1_AG,0.3,AG,2,3.39,8,51.5,2,65,111.7,0.61,2.62,3.36,0.16,0.59,3.01,1.23,1.78,16,11,49.23,84.22,-7.47,14.68
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_AG,NSA1_AG,0.3,AG,3,3.76,8,48.5,2,65,114,0.61,2.61,3.37,0.17,0.57,2.79,1.03,1.76,12,11,39.61,80.78,-9.8,18.64
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_AG,NSA1_AG,0.3,AG,4,3.33,8,44,2,65,96.3,0.61,2.62,3.36,0.16,0.59,2.19,0.97,1.22,8,10,39.07,82.84,-7.99,15.32
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_AG,NSA1_AG,0.3,AG,5,4.5,12,54,4,68,104.5,0.65,2.62,3.38,0.16,0.58,2.18,1.14,1.04,6,10,44.72,76.13,-10.88,19.56
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_AG,NSA1_AG,0.3,AG,6,3.87,7,48,3,68,93.2,0.62,2.61,3.37,0.17,0.58,2.36,1.1,1.26,10,11,43.81,69.66,-8.35,15.9
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_AG,NSA1_AG,0.5,AG,1,3.83,8,61.5,2,59,114,1.37,0.6,3.28,0.17,0.59,2.84,0.88,1.96,12,12,49.58,55.04,-13.39,25.07
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_AG,NSA1_AG,0.5,AG,2,3.36,7,49,2,65,90.6,1.39,0.61,3.27,0.18,0.58,2.64,1.25,1.39,10,12,37.15,75.6,-7.85,13.93
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_AG,NSA1_AG,0.5,AG,3,3.57,7,50,3,65,70.7,1.36,0.61,3.29,0.17,0.58,2.81,1.06,1.75,5,10,49.82,55,-11.17,20.7
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_AG,NSA1_AG,0.5,AG,4,3.14,8,51,2,65,114.5,1.37,0.6,3.26,0.18,0.58,2.58,1.58,1,5,10,48.84,76.39,-12.79,23.57
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_AG,NSA1_AG,0.5,AG,5,4.61,8,56.5,2,65,136.2,1.36,0.6,3.28,0.16,0.58,2.63,1.24,1.39,5,10,44.4,61.94,-11.36,19.75
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_AG,NSA1_AG,0.5,AG,6,3.06,7,43,3,68,103.8,1.34,0.6,3.29,0.17,0.58,2.47,1.29,1.18,5,9,49.85,74.37,-9.37,17.59
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_KP,NSA1_KP,0,KP,1,3.27,8,60.5,2,59,104,1.04,0.89,2.46,0.2,0.39,4.34,1.7,2.64,5,17,51.31,79.32,3.63,3.62
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_KP,NSA1_KP,0,KP,2,4.43,8,57,2,59,128,1.06,0.88,2.47,0.26,0.48,4.27,1.59,2.68,6,13,52.13,50.87,3.22,6.69
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_KP,NSA1_KP,0,KP,3,4.65,8,56,4,76,87.9,1.02,0.88,2.46,0.2,0.39,3.99,1.27,2.72,7,15,52.39,53.05,1.75,11.96
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_KP,NSA1_KP,0,KP,4,4.05,9,67.6,3,65,97.3,1.06,0.88,2.44,0.2,0.39,3.23,0.94,2.29,7,11,57.14,72.21,7.16,3.66
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_KP,NSA1_KP,0,KP,5,3.72,8,53.5,3,65,92.9,1.04,0.88,2.46,0.2,0.39,2.84,1.53,1.31,5,10,48.79,79.79,6.82,3.07
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_KP,NSA1_KP,0,KP,6,4.69,8,56,2,64,120,1.06,0.88,2.44,0.2,0.39,3.54,1.27,2.27,5,12,55.22,79.54,3.01,2.28
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_KP,NSA1_KP,0.1,KP,1,4.28,7,65,2,65,95.9,1.09,0.48,2.35,0.25,0.45,3.56,1.24,2.32,5,16,47.31,78.66,7.17,2.2
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_KP,NSA1_KP,0.1,KP,2,4.3,8,70.5,2,64,126.7,1.06,0.47,2.38,0.32,0.54,3.17,1.07,2.1,5,12,53.97,74.56,5.49,3.83
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_KP,NSA1_KP,0.1,KP,3,4.51,7,63.5,3,65,98.1,1.08,0.45,2.34,0.25,0.45,3.37,1.37,2,5,12,53.6,83.1,9.73,3.79
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_KP,NSA1_KP,0.1,KP,4,3.84,7,57,3,65,117.2,1.08,0.48,2.34,0.25,0.45,3.61,1.54,2.07,10,14,47.27,81.2,9.25,4.46
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_KP,NSA1_KP,0.1,KP,5,4.12,8,62,3,65,116.6,1.09,0.48,2.34,0.25,0.45,2.88,1.42,1.46,6,10,50.18,83.41,5.73,3.86
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_KP,NSA1_KP,0.1,KP,6,4.59,9,63,3,65,108.2,1.08,0.48,2.34,0.25,0.45,3.38,1.53,1.85,5,13,55.02,85.15,5.11,4.08
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_KP,NSA1_KP,0.3,KP,1,4.07,7,56,3,65,102.8,0.92,0.78,2.65,0.23,0.56,3.85,1.21,2.64,12,16,51.6,84.68,6.85,3.7
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_KP,NSA1_KP,0.3,KP,2,4.03,8,61,4,63,129.6,0.95,0.75,2.66,0.29,0.68,3.82,1.44,2.38,8,13,53.11,63.41,4.09,2.69
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_KP,NSA1_KP,0.3,KP,3,4.44,9,73,4,65,105.3,0.91,0.77,2.64,0.23,0.56,3.25,1.06,2.19,8,15,47.53,81.53,3.78,3.68
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_KP,NSA1_KP,0.3,KP,4,4.14,8,57,3,65,129.2,0.91,0.77,2.64,0.23,0.56,3.04,1.16,1.88,8,11,48.61,85.41,5.19,4.03
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_KP,NSA1_KP,0.3,KP,5,3.81,8,56.5,2,62,131.2,0.91,0.76,2.64,0.23,0.56,4.47,0.58,3.89,7,21,50.14,80.84,3.24,2.35
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_KP,NSA1_KP,0.3,KP,6,4.02,7,48,2,62,102.6,0.91,0.77,2.64,0.23,0.56,3.91,1.63,2.28,7,12,54.84,78.91,4.21,4.26
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_KP,NSA1_KP,0.5,KP,1,4.87,9,70.5,3,65,114.2,0.95,1.39,2.7,0.24,0.55,3.72,1.29,2.43,10,15,45.68,75.68,9.61,2.66
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_KP,NSA1_KP,0.5,KP,2,4.05,7,48.5,3,68,100.5,0.97,1.38,2.73,0.31,0.67,3.45,1.19,2.26,12,13,49.68,79.77,10.62,3.32
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_KP,NSA1_KP,0.5,KP,3,4.82,8,58,3,68,94.7,0.94,1.37,2.69,0.24,0.55,3.34,1.36,1.98,6,15,53.11,79.16,9.06,2.37
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_KP,NSA1_KP,0.5,KP,4,4.54,8,59,4,65,97.2,0.95,1.39,2.69,0.24,0.55,3.77,1.18,2.59,5,12,55.45,86.7,6.72,4.32
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_KP,NSA1_KP,0.5,KP,5,4.49,8,56,5,75,80.9,0.97,1.39,2.69,0.24,0.55,4.11,1.07,3.04,6,12,56.35,86.47,8.43,4.42
plant,Nutrient solution,NSA1,NSA1_0.5,NSA1_0.5_KP,NSA1_KP,0.5,KP,6,4.61,8,64,3,65,108.1,0.95,1.39,2.69,0.24,0.55,3.88,1.6,2.28,6,13,55.77,80.07,1.93,3.88
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_BP,NSA1_BP,0,BP,1,3.72,6,47.5,3,56,128.9,1.15,1.71,2.77,0.36,0.89,2.99,1.02,1.97,9,11,46.22,83.48,4.42,-2.17
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_BP,NSA1_BP,0,BP,2,3.59,6,61.5,2,56,113.8,1.16,1.72,2.78,0.42,1,2.35,1.08,1.27,7,10,42.4,66.35,-0.45,2.38
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_BP,NSA1_BP,0,BP,3,4.88,7,67,4,59,122.9,1.17,1.73,2.78,0.36,0.89,2.84,1.29,1.55,9,15,43.1,75.51,0.28,5.52
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_BP,NSA1_BP,0,BP,4,4.2,6,62.5,2,59,72.3,1.16,1.72,2.78,0.43,1.01,3.01,1.1,1.91,7,11,43.85,70.26,7.7,-4.57
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_BP,NSA1_BP,0,BP,5,3.59,6,45,4,61,104.5,1.15,1.71,2.77,0.36,1.04,3.05,0.91,2.14,7,12,47.97,58.58,9.77,-7.53
plant,Nutrient solution,NSA1,NSA1_0.0,NSA1_0.0_BP,NSA1_BP,0,BP,6,3.77,6,46.5,3,72,134,1.17,1.7,2.74,0.36,0.89,2.12,0.81,1.31,12,10,43.48,89.09,-0.35,2.18
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_BP,NSA1_BP,0.1,BP,1,5.04,6,61,4,68,138.6,1.36,0.7,2.74,0.33,0.83,3.72,1.24,2.48,12,18,39.35,32.85,26.28,-21.47
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_BP,NSA1_BP,0.1,BP,2,4.08,6,46.5,3,68,120.6,1.35,0.72,2.75,0.38,0.92,3.78,1,2.78,10,16,41.19,63.4,14.37,-12.82
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_BP,NSA1_BP,0.1,BP,3,3.7,6,50,3,65,122.6,1.34,0.69,2.72,0.33,0.87,3.47,1.23,2.24,8,10,40.98,82.09,0.06,1.18
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_BP,NSA1_BP,0.1,BP,4,4.32,7,23,3,68,108.9,1.35,0.72,2.75,0.38,0.92,2.77,0.77,2,7,13,40.02,39.41,32.15,-25.77
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_BP,NSA1_BP,0.1,BP,5,4.74,6,49,4,65,138.7,1.36,0.7,2.74,0.38,0.92,4.28,1.1,3.18,10,19,42.09,72.77,1.07,1.48
plant,Nutrient solution,NSA1,NSA1_0.1,NSA1_0.1_BP,NSA1_BP,0.1,BP,6,4.28,6,45.5,4,65,109.7,1.34,0.69,2.72,0.33,0.83,2.99,1.18,1.81,10,13,41.42,86.83,-0.5,3.16
plant,Nutrient solution,NSA1,NSA1_0.3,NSA1_0.3_BP,NSA1_BP,0.3,BP,1,4.58,7,55.5,4,64,140.2,1,0.65,2.6,0.27,0.77,2.88,0.84,2.04,11,10,45.94,73.99,5.46,-3.01
