Group,Concentration,Cultivation_method,Cultivar,Stem_volume,Stem_nodes,Length,Bush,Flowering_day,SPAD,Total nitrogen,PO,KO,CaO,MgO,Fresh_weight,Dry_weight,Weight_diff,Vase_life,Petals,Petal_size,L_first,a_first,b_first,L_second,a_second,b_second,L_third,a_third,b_third,L_fourth,a_fourth,b_fourth,L_fifth,a_fifth,b_fifth
HSV,0,Nutrient_culture,AG,3.6,7,43.5,2,59,118.2,1.16,1.47,3.24,0.18,0.62,2.72,1.35,1.37,5,11,49.71,63.91,-13.96,24.98,76.42,-15.39,29.47,78.02,-13.49,27.63,77.57,-12.53,30.65,77.44,-14.1,29.74
HSV,0,Nutrient_culture,AG,2.88,8,54,2,59,88.6,1.14,1.44,3.25,0.17,0.64,2.7,1.06,1.64,15,9,49.97,67.06,-9.09,16.93,80.84,-15.96,30.02,80.78,-13.79,25.87,81.37,-15.37,29.57,80.79,-16.83,28.07
HSV,0.1,Nutrient_culture,AG,3.23,8,43,2,59,100.6,1.06,0.7,3.13,0.16,0.53,2.29,1.08,1.21,5,10,46.72,77.47,-12.77,26.39,80.12,-9.18,27.72,80.93,-13.77,25.7,76.97,-7.71,26.96,76.08,-8.61,26.04
HSV,0.1,Nutrient_culture,AG,3.2,8,53.5,2,61,99.6,1.05,0.72,3.15,0.18,0.58,2.71,0.89,1.82,5,10,38.58,74.79,-12.03,24.19,81.53,-13.57,27.39,81.11,-10.92,20.87,77.72,-7.29,27.52,77.07,-8.69,26.91
HSV,0.1,Nutrient_culture,AG,3.82,9,49,3,76,56.4,1.08,0.71,3.13,0.16,0.55,2.75,1.31,1.44,10,14,41.74,71.47,-12.89,23.85,75.35,-11.77,21.94,72.86,-9.7,18.49,84.34,-7.2,19.05,83.48,-8.75,17.68
HSV,0.1,Nutrient_culture,AG,3.3,9,39,2,77,75.9,1.05,0.72,3.15,0.18,0.58,2.98,1.18,1.8,16,10,43.01,84.84,-9.55,17.54,80.37,-13.84,26.57,82.77,-8.68,16.78,81.34,-10.05,19.74,80.63,-10.93,18.07
HSV,0.1,Nutrient_culture,AG,3.68,10,42,2,75,103,1.08,0.74,3.14,0.16,0.53,2.19,0.69,1.5,7,10,43.65,68.95,-9.96,19.46,78.46,-13.76,28.4,78.31,-12.07,22.78,72.14,-7.65,31.76,72.59,-8.79,30.18
HSV,0.1,Nutrient_culture,AG,3.26,8,46.5,2,80,98.2,1.04,0.71,3.13,0.16,0.53,2.46,1.13,1.33,8,10,48.9,78.36,-10.95,20.86,79.71,-13.28,25.91,79.66,-13.41,24.99,78.81,-10.06,30.46,77.85,-11.21,29.27
HSV,0.3,Nutrient_culture,AG,4.01,9,56,3,65,105,0.63,2.6,3.38,0.17,0.58,2.67,1.11,1.56,10,10,44.16,70.81,-10.03,20.09,79.51,-10.48,19.85,78.41,-11.45,22.54,79.65,-6.08,23.36,77.81,-7.67,22.54
HSV,0.3,Nutrient_culture,AG,3.39,8,51.5,2,65,111.7,0.61,2.62,3.36,0.16,0.59,3.01,1.23,1.78,16,11,49.23,84.55,-7.39,14.4,72.86,-9.7,18.49,74.35,-10.59,19.05,82.1,-12.24,23.98,80.74,-12.87,22.8
HSV,0.3,Nutrient_culture,AG,3.76,8,48.5,2,65,114,0.61,2.61,3.37,0.17,0.57,2.79,1.03,1.76,12,11,39.61,79.56,-8.8,16.72,75.23,-10.97,20.42,76.63,-12.46,23.1,83.28,-11.28,22.91,82.15,-11.83,21.64
HSV,0.3,Nutrient_culture,AG,3.33,8,44,2,65,96.3,0.61,2.62,3.36,0.16,0.59,2.19,0.97,1.22,8,10,39.07,83.23,-7.36,14.19,74.65,-13.86,25.55,78.66,-10.84,20.01,78.93,-10.96,29.2,78.88,-11.79,25.75
HSV,0.3,Nutrient_culture,AG,4.5,12,54,4,68,104.5,0.65,2.62,3.38,0.16,0.58,2.18,1.14,1.04,6,10,44.72,74.35,-10.59,19.05,78.77,-11.07,21.87,76.34,-10.49,20.32,80.03,-10.46,28.62,77.03,-11.43,27.09
HSV,0.3,Nutrient_culture,AG,3.87,7,48,3,68,93.2,0.62,2.61,3.37,0.17,0.58,2.36,1.1,1.26,10,11,43.81,68.83,-8.13,15.68,80.88,-14.61,27.86,79.09,-13.68,27.5,80.12,-11.59,27.7,81.9,-12.76,26.71
HSV,0.5,Nutrient_culture,AG,3.83,8,61.5,2,59,114,1.37,0.6,3.28,0.17,0.59,2.84,0.88,1.96,12,12,49.58,61.09,-12.06,22.31,80.28,-12.16,24.29,80.25,-13.04,24.86,66.98,-6.32,30.07,65.91,-7.6,28.87
HSV,0.5,Nutrient_culture,AG,3.36,7,49,2,65,90.6,1.39,0.61,3.27,0.18,0.58,2.64,1.25,1.39,10,12,37.15,79.24,-7.28,13.21,79.18,-12.05,21.64,80.18,-13.06,23.8,75.43,-9.49,31.52,74.19,-10.73,30.35
HSV,0.5,Nutrient_culture,AG,3.57,7,50,3,65,70.7,1.36,0.61,3.29,0.17,0.58,2.81,1.06,1.75,5,10,49.82,62.89,-9.98,18.57,79.79,-14.22,27.75,78.15,-12.37,22.93,83.24,-13.99,29.31,81.3,-14.64,27.82
HSV,0.5,Nutrient_culture,AG,3.14,8,51,2,65,114.5,1.37,0.6,3.26,0.18,0.58,2.58,1.58,1,5,10,48.84,76.63,-12.46,23.1,79.4,-9.85,20.21,74.75,-10.49,19.9,72.05,-7.84,31.33,71.19,-8.39,30.39
HSV,0.5,Nutrient_culture,AG,4.61,8,56.5,2,65,136.2,1.36,0.6,3.28,0.16,0.58,2.63,1.24,1.39,5,10,44.4,72.85,-10.83,19.37,80.01,-15.67,29.4,74.87,-11.15,26.04,82.91,-11.2,27.04,81.56,-12.04,25.75
HSV,0.5,Nutrient_culture,AG,3.06,7,43,3,68,103.8,1.34,0.6,3.29,0.17,0.58,2.47,1.29,1.18,5,9,49.85,78.79,-8.03,15.2,84.68,-11.68,24.01,74.43,-9,28.18,77.93,-9.94,28.28,75.01,-10.91,27.23
HSV,0,Nutrient_culture,CP,3.27,8,60.5,2,59,104,1.04,0.89,2.46,0.2,0.39,4.34,1.7,2.64,5,17,51.31,81.73,4.54,3.51,72.37,2.75,4.08,78.28,6.9,13.06,79.3,5.29,12.29,80.37,4.53,13.62
HSV,0,Nutrient_culture,CP,4.43,8,57,2,59,128,1.06,0.88,2.47,0.26,0.48,4.27,1.59,2.68,6,13,52.13,60.75,3.75,4.55,80.65,2.52,4.42,77.91,6.9,7.03,77.88,5.64,10.78,80.11,4.92,11.92
HSV,0,Nutrient_culture,CP,4.65,8,56,4,76,87.9,1.02,0.88,2.46,0.2,0.39,3.99,1.27,2.72,7,15,52.39,63.36,2.71,7.16,85.72,3.44,4.83,77.8,4.13,10.96,83.91,6.4,9.11,81.7,5.49,10.68
HSV,0,Nutrient_culture,CP,4.05,9,67.6,3,65,97.3,1.06,0.88,2.44,0.2,0.39,3.23,0.94,2.29,7,11,57.14,76.22,9.07,2.69,82.38,11.28,3.04,86.96,1.52,2.57,83.29,8.14,5.81,84.34,7.32,6.8
HSV,0,Nutrient_culture,CP,3.72,8,53.5,3,65,92.9,1.04,0.88,2.46,0.2,0.39,2.84,1.53,1.31,5,10,48.79,81.09,6.89,2.99,86.02,4.53,4.84,82.43,7.63,3.83,79.32,2.5,8.98,80.51,1.9,9.69
HSV,0,Nutrient_culture,CP,4.69,8,56,2,64,120,1.06,0.88,2.44,0.2,0.39,3.54,1.27,2.27,5,12,55.22,79.52,3.39,2.16,82.13,11.52,4.35,82.1,7.85,4.08,67.18,6.84,10.52,72.26,6.22,11.42
HSV,0.1,Nutrient_culture,CP,4.28,7,65,2,65,95.9,1.09,0.48,2.35,0.25,0.45,3.56,1.24,2.32,5,16,47.31,78.72,6.77,2.22,85.21,4.94,4.04,83.55,5.41,4.06,81.29,5.78,11.57,81.23,5.08,12.73
HSV,0.1,Nutrient_culture,CP,4.3,8,70.5,2,64,126.7,1.06,0.47,2.38,0.32,0.54,3.17,1.07,2.1,5,12,53.97,76.24,5.18,3.44,74.78,8.33,8.79,85,4.17,4.29,78.28,6.9,13.06,79.36,6.29,14.07
HSV,0.1,Nutrient_culture,CP,4.51,7,63.5,3,65,98.1,1.08,0.45,2.34,0.25,0.45,3.37,1.37,2,5,12,53.6,82.43,7.63,3.83,81.9,9.11,6.58,82.77,6.64,3.71,77.91,6.9,7.03,78.18,5.41,7.98
HSV,0.1,Nutrient_culture,CP,3.84,7,57,3,65,117.2,1.08,0.48,2.34,0.25,0.45,3.61,1.54,2.07,10,14,47.27,82.1,7.85,4.08,83.64,6.31,7.72,82.51,4.24,3.95,74.84,5.54,14.63,74.96,4.16,15.54
HSV,0.1,Nutrient_culture,CP,4.12,8,62,3,65,116.6,1.09,0.48,2.34,0.25,0.45,2.88,1.42,1.46,6,10,50.18,83.55,5.41,4.06,81.92,2.97,5.26,84.7,6.47,3.79,81.18,1.72,10.32,79.26,1.25,11.42
HSV,0.1,Nutrient_culture,CP,4.59,9,63,3,65,108.2,1.08,0.48,2.34,0.25,0.45,3.38,1.53,1.85,5,13,55.02,85,4.17,4.29,83.76,4.38,10.47,82.4,6.31,3.82,77.87,4.68,12.27,79.48,3.85,13.53
HSV,0.3,Nutrient_culture,CP,4.07,7,56,3,65,102.8,0.92,0.78,2.65,0.23,0.56,3.85,1.21,2.64,12,16,51.6,82.77,6.64,3.71,75.31,7.29,1.35,82.23,7.84,4.12,80.05,9.08,7.64,80.66,8.02,8.59
HSV,0.3,Nutrient_culture,CP,4.03,8,61,4,63,129.6,0.95,0.75,2.66,0.29,0.68,3.82,1.44,2.38,8,13,53.11,66.81,3.95,3.01,83.01,2.57,4.79,83.91,6.4,9.11,85.87,1.09,13.96,86.5,0.8,14.57
HSV,0.3,Nutrient_culture,CP,4.44,9,73,4,65,105.3,0.91,0.77,2.64,0.23,0.56,3.25,1.06,2.19,8,15,47.53,79.78,3.65,3.97,83.17,2.88,2.91,83.29,8.14,5.81,83.4,4.68,13.04,85.2,3.6,14.37
HSV,0.3,Nutrient_culture,CP,4.14,8,57,3,65,129.2,0.91,0.77,2.64,0.23,0.56,3.04,1.16,1.88,8,11,48.61,85.47,4.95,3.87,85.13,3.31,4.57,79.32,2.5,8.98,85.98,3.42,9.47,86.82,2.87,10.56
HSV,0.3,Nutrient_culture,CP,3.81,8,56.5,2,62,131.2,0.91,0.76,2.64,0.23,0.56,4.47,0.58,3.89,7,21,50.14,82.05,3.22,2.5,82.96,2.38,4.34,84.2,4.63,3.84,80.53,2.42,9.95,83.31,1.82,10.75
HSV,0.3,Nutrient_culture,CP,4.02,7,48,2,62,102.6,0.91,0.77,2.64,0.23,0.56,3.91,1.63,2.28,7,12,54.84,76.49,3.89,3.93,80.15,3.21,2.83,83.55,3.72,2.97,84.72,4.37,10.39,85.8,3.62,11.58
HSV,0.5,Nutrient_culture,CP,4.87,9,70.5,3,65,114.2,0.95,1.39,2.7,0.24,0.55,3.72,1.29,2.43,10,15,45.68,77.22,9.42,2.61,83.33,7.53,2.53,83.25,4.57,3.6,77.66,8.54,7.6,79.05,7.74,8.57
HSV,0.5,Nutrient_culture,CP,4.05,7,48.5,3,68,100.5,0.97,1.38,2.73,0.31,0.67,3.45,1.19,2.26,12,13,49.68,80.17,10.22,3.24,84.19,8.76,2.34,84.85,4.75,4.17,84.71,5.54,5.68,85.89,4.85,6.34
HSV,0.5,Nutrient_culture,CP,4.82,8,58,3,68,94.7,0.94,1.37,2.69,0.24,0.55,3.34,1.36,1.98,6,15,53.11,77.51,8.28,2.23,78.94,9.39,2.25,77.66,8.54,7.6,73.4,8.1,4.23,76.74,7.33,5.56
HSV,0.5,Nutrient_culture,CP,4.54,8,59,4,65,97.2,0.95,1.39,2.69,0.24,0.55,3.77,1.18,2.59,5,12,55.45,86.43,6.2,4.17,84.73,2.9,8.48,83.41,8.69,3.69,83.87,5.02,9.5,84.78,4.52,10.46
HSV,0.5,Nutrient_culture,CP,4.49,8,56,5,75,80.9,0.97,1.39,2.69,0.24,0.55,4.11,1.07,3.04,6,12,56.35,85.77,7.81,4.16,86.03,4.82,5.17,84.81,6.79,4.22,73.41,1.87,13.31,74.82,1.55,14.36
HSV,0.5,Nutrient_culture,CP,4.61,8,64,3,65,108.1,0.95,1.39,2.69,0.24,0.55,3.88,1.6,2.28,6,13,55.77,76.97,1.37,4.05,86.71,3.01,6.73,84.36,6.39,4.84,79.85,2.61,10.6,80.93,2.19,11.49
HSV,0,Nutrient_culture,BP,3.72,6,47.5,3,56,128.9,1.15,1.71,2.77,0.36,0.89,2.99,1.02,1.97,9,11,46.22,78.52,5.91,-3.6,85.81,0.38,2.07,84.48,0.74,2.36,85.28,-0.08,7.74,83.54,0.05,5.01
HSV,0,Nutrient_culture,BP,3.59,6,61.5,2,56,113.8,1.16,1.72,2.78,0.42,1,2.35,1.08,1.27,7,10,42.4,70.08,-0.08,1.89,89.81,0.22,2.63,88.36,0.88,2.58,41.17,25.22,-22.18,39.76,23.92,-24.03
HSV,0,Nutrient_culture,BP,4.88,7,67,4,59,122.9,1.17,1.73,2.78,0.36,0.89,2.84,1.29,1.55,9,15,43.1,76.76,0.77,3.65,86.66,4.68,-0.91,84.73,4.33,0.88,32.53,32.01,-27.89,30.19,30.66,-28.53
HSV,0,Nutrient_culture,BP,4.2,6,62.5,2,59,72.3,1.16,1.72,2.78,0.43,1.01,3.01,1.1,1.91,7,11,43.85,71.65,7.71,-4.76,89.26,-0.75,6.64,87.76,0.29,5.66,85.9,0.28,10.65,83.91,0.07,8.7
HSV,0,Nutrient_culture,BP,3.59,6,45,4,61,104.5,1.15,1.71,2.77,0.36,1.04,3.05,0.91,2.14,7,12,47.97,58.35,10.12,-7.71,90.86,-0.56,4.16,89.88,0.81,3.42,73.77,2.21,7.51,71.23,1.96,6.29
HSV,0,Nutrient_culture,BP,3.77,6,46.5,3,72,134,1.17,1.7,2.74,0.36,0.89,2.12,0.81,1.31,12,10,43.48,89.7,-0.35,2.43,89.33,-0.52,3.4,88.58,1.05,2.93,89.06,0.1,2.95,87.3,0.02,1.8
HSV,0.1,Nutrient_culture,BP,5.04,6,61,4,68,138.6,1.36,0.7,2.74,0.33,0.83,3.72,1.24,2.48,12,18,39.35,33.97,24.91,-20.21,56.42,16.54,-8.46,63.99,15.55,-8.69,62.78,9.21,-6.57,61.95,8.05,-7.35
HSV,0.1,Nutrient_culture,BP,4.08,6,46.5,3,68,120.6,1.35,0.72,2.75,0.38,0.92,3.78,1,2.78,10,16,41.19,62.84,14.08,-12.65,86.69,-0.27,2.74,84.7,0.25,3.04,45.24,14.87,-13.92,43.69,14.12,-15.16
HSV,0.1,Nutrient_culture,BP,3.7,6,50,3,65,122.6,1.34,0.69,2.72,0.33,0.87,3.47,1.23,2.24,8,10,40.98,74.06,-0.71,2.1,88.64,1.14,2.23,87.02,1.14,2.91,41.23,10.19,9.46,39.28,8.96,8.29
HSV,0.1,Nutrient_culture,BP,4.32,7,23,3,68,108.9,1.35,0.72,2.75,0.38,0.92,2.77,0.77,2,7,13,40.02,40.01,31.72,-25.57,69.13,13.62,-11.97,74.35,2.59,7.72,63.72,7.26,-2.79,62.48,6.67,-4.09
HSV,0.1,Nutrient_culture,BP,4.74,6,49,4,65,138.7,1.36,0.7,2.74,0.38,0.92,4.28,1.1,3.18,10,19,42.09,73.42,0.99,1.74,85.87,2.02,0.33,83.37,2.27,1.22,32.32,27.82,-22.45,30.53,25.38,-23.67
HSV,0.1,Nutrient_culture,BP,4.28,6,45.5,4,65,109.7,1.34,0.69,2.72,0.33,0.83,2.99,1.18,1.81,10,13,41.42,86.81,-0.47,3.28,89.18,-0.47,4.25,87.66,-0.71,4.14,84.04,-0.08,4.7,81.92,0.06,3.5
HSV,0.3,Nutrient_culture,BP,4.58,7,55.5,4,64,140.2,1,0.65,2.6,0.27,0.77,2.88,0.84,2.04,11,10,45.94,72.54,5.07,-2.45,83.39,0.68,1.2,82.04,0.66,1.16,86.96,1.52,2.57,85.32,1.18,1.45
HSV,0.3,Nutrient_culture,BP,4.01,6,53.5,2,64,146.4,1.05,0.66,2.61,0.32,0.85,3.94,0.77,3.17,7,15,47.01,73.4,4.82,-2.29,87.73,-0.37,4.83,88.47,-0.52,4.22,66.09,-0.48,23.17,64.6,0.23,21.36
HSV,0.3,Nutrient_culture,BP,3.33,5,40,2,65,118.7,1.03,0.66,2.59,0.26,0.77,2.73,0.79,1.94,11,11,41.83,52.39,21.36,-18.44,71.35,11.91,-9.15,73.51,11.85,-8.21,41.24,23.42,-21.06,40.02,22.18,-23.35
HSV,0.3,Nutrient_culture,BP,4.19,6,62.5,2,65,134.6,1.05,0.66,2.61,0.32,0.85,2.75,0.88,1.87,16,10,47.2,84.75,1.66,0.19,85.54,3.04,1.18,86.48,2.43,1.26,83.07,1.98,0.51,80.28,1.5,0.11
HSV,0.3,Nutrient_culture,BP,4.46,7,58.5,2,65,144.9,1.03,0.65,2.63,0.33,0.85,4.84,1.57,3.27,16,16,48.42,63.84,13.7,-10.29,83.34,2.22,-0.5,84.36,2.65,-0.29,62.47,9.27,-5.76,61.05,8.68,-6.4
HSV,0.3,Nutrient_culture,BP,4.92,7,53,3,59,116.3,1.03,0.66,2.59,0.27,0.77,2.65,0.99,1.66,16,10,44.13,79.88,6.89,-4.47,86.61,0.41,1.62,88.48,0.57,1.69,74.96,0.6,2.82,73.82,0.42,1.81
HSV,0.5,Nutrient_culture,BP,3.93,6,48.5,3,56,136.9,1.27,0.62,2.42,0.28,0.75,2.93,0.71,2.22,8,10,38.83,70.8,10.66,-9.01,88.02,0.02,2.16,89.11,0.06,2.92,43.05,19.29,-18.89,41.86,18.64,-17.34
HSV,0.5,Nutrient_culture,BP,4.94,6,52,4,65,131.6,1.26,0.63,2.43,0.34,0.84,2.32,0.95,1.37,8,10,43.33,78.41,5.61,-3.12,91.57,-0.85,4.8,91.96,-0.83,4.48,70.71,2.78,2.82,69.75,1.76,1.43
HSV,0.5,Nutrient_culture,BP,4.05,6,50.5,2,75,133.6,1.28,0.64,2.41,0.28,0.76,3.89,0.76,3.13,8,10,49.96,45.23,29.85,-25.56,91.35,1.02,3.06,91.76,1.44,2.85,42.6,17.85,-9.35,41.46,16.65,-9.65
HSV,0.5,Nutrient_culture,BP,3.92,6,60,3,59,135.5,1.26,0.63,2.43,0.34,0.84,2.91,0.95,1.96,10,15,46.05,69.8,6.91,-4.75,77.73,2.57,-1.06,82.77,2.77,-1.04,74.04,6.98,-1.8,72.67,6.35,-2.63
HSV,0.5,Nutrient_culture,BP,4.4,7,50.5,3,77,139.5,1.27,0.62,2.42,0.34,0.84,3.02,1.67,1.35,10,16,42.16,88.4,0.33,2.54,87.61,0.18,1.84,88.84,0.35,1.85,77.12,4.8,0.1,74.73,4.15,0.01
HSV,0.5,Nutrient_culture,BP,4.46,7,52,3,79,140.4,1.24,0.64,2.44,0.28,0.75,2.77,1.19,1.58,12,10,43.99,88.4,0.33,2.54,89.85,0.25,2.55,91.14,0.5,2.35,49.24,14.28,-14.46,47.72,13.46,-15.55
HSV,0,Nutrient_culture,KW,4.09,7,52,3,65,117.4,1.51,0.77,2.36,0.21,0.51,3.67,1.42,2.25,8,10,48.66,86.63,-0.83,2.38,91.44,-1.23,4.45,90.86,-1.29,4.36,90.7,-0.37,9.54,89.38,-1.04,9.95
HSV,0,Nutrient_culture,KW,3.51,7,61.5,2,65,130,1.53,0.79,2.35,0.27,0.61,3.92,1.52,2.4,5,15,54.56,91.31,-0.57,3.36,91.97,-1.27,5.23,91.29,-1.35,6.04,80.74,1,10.69,79.06,0.43,12.02
HSV,0,Nutrient_culture,KW,4.38,8,61,4,59,122.2,1.49,0.77,2.35,0.21,0.51,3.57,0.66,2.91,8,11,52.01,91.06,-0.54,2.6,89.89,-0.19,2.68,90.93,-0.27,3.26,89.51,-0.74,9.31,87.37,-1.33,10.74
HSV,0,Nutrient_culture,KW,3.38,8,55,3,65,143.6,1.47,0.78,2.35,0.21,0.51,4.35,1.42,2.93,6,15,45.81,89.04,-0.71,3.12,90.9,-0.88,4.61,91.92,-0.99,5.2,89.85,0.95,8.09,88.52,0.05,9.5
HSV,0,Nutrient_culture,KW,3.87,7,59,3,65,117.3,1.54,0.74,2.33,0.27,0.56,4.73,0.62,4.11,11,15,49.88,90.63,-0.73,3.4,89.47,-0.66,2.79,91.39,-0.91,3.77,88.58,-1.11,6.58,87.09,-2.28,7.53
HSV,0,Nutrient_culture,KW,4,7,57.5,3,62,129.8,1.47,0.78,2.35,0.21,0.51,4.19,0.84,3.35,8,15,41.63,89.9,-0.76,3.72,91.52,-0.82,3.64,93.07,-0.91,3.95,81.9,0.34,10.44,81.15,0.11,11.61
HSV,0.1,Nutrient_culture,KW,4.17,7,61,2,59,153.7,1.54,0.58,2.3,0.18,0.44,3.38,1.9,1.48,6,15,45.7,73.96,-1.12,3.83,84.26,-0.93,3.11,85.34,-1.1,3.45,89.02,-0.1,10.03,86.97,-1.72,11.12
HSV,0.1,Nutrient_culture,KW,3.71,7,58,3,61,139.7,1.54,0.56,2.29,0.17,0.44,3.86,1.49,2.37,8,10,45.56,67.79,-1.65,3.83,84.86,-0.5,7.6,86.47,-0.78,7.91,78.7,1.22,17.73,76.69,0.66,18.47
HSV,0.1,Nutrient_culture,KW,3.8,7,59,2,62,163.9,1.54,0.56,2.29,0.17,0.44,3.58,1.24,2.34,5,12,48.17,86.66,-3.13,8.18,87.27,-2.14,7.32,89.14,-2.92,7.89,87.16,-0.42,13.09,84.99,-0.83,14.56
HSV,0.1,Nutrient_culture,KW,3.87,8,58,3,65,150.3,1.54,0.56,2.29,0.17,0.44,3.89,1.22,2.67,6,15,48.15,89.57,-0.42,2.65,86.25,-0.61,2.69,87.08,-0.65,3.49,83.8,-0.03,8.83,81.75,-0.82,11.26
HSV,0.1,Nutrient_culture,KW,5.03,7,63.5,3,65,145.3,1.51,0.57,2.32,0.22,0.52,4,1.23,2.77,8,10,46.85,85.56,-1.18,4.21,84.27,-1.21,4.91,86.11,-1.64,5.71,84.29,-0.28,13.77,82.95,-1.48,14.96
HSV,0.1,Nutrient_culture,KW,4.19,8,65.5,3,64,154,1.54,0.56,2.29,0.17,0.44,4.43,0.81,3.62,8,15,51.7,84.3,-0.89,3.59,86.08,0,12.89,87.95,-0.25,13.35,77.55,2.36,18.75,76.09,1.18,19.73
HSV,0.3,Nutrient_culture,KW,3.08,6,34,4,76,130,1.43,0.89,2.33,0.14,0.45,3.46,1.42,2.04,8,10,48.379,86.98,-0.57,2.63,90.34,-0.73,3.67,91.76,-0.95,4.24,86.5,-0.05,6.58,85.37,-1.67,7.87
HSV,0.3,Nutrient_culture,KW,4.52,8,68,3,62,146.6,1.45,0.87,2.35,0.17,0.52,4.11,0.48,3.63,8,15,43,91.74,-0.5,3.19,90.47,-0.84,2.97,92.46,-0.32,3.32,90.04,-0.12,7.08,88.42,-1.4,7.78
HSV,0.3,Nutrient_culture,KW,4.25,7,60.5,3,68,131.6,1.43,0.88,2.32,0.14,0.46,4.06,1.4,2.66,8,15,39.72,89.83,-1,5.34,88.83,-0.91,3.97,89.72,-0.99,4.59,85.22,-0.77,12.57,84.28,-1.63,14.02
HSV,0.3,Nutrient_culture,KW,4.12,7,41,3,75,129.4,1.43,0.88,2.32,0.14,0.46,3.14,0.7,2.44,10,10,41,88.61,-0.4,2.31,85.61,-0.88,2.99,87.47,-1.03,3.71,94.03,-0.59,5.68,92.25,-1.26,6.91
HSV,0.3,Nutrient_culture,KW,5,7,58.5,4,76,160.6,1.41,0.87,2.35,0.17,0.52,3.98,0.7,3.28,12,15,37.83,90.23,-2.24,5.81,90.03,-0.74,3.08,91.44,-1.13,3.54,88.86,-1.68,5.94,87.65,-2.66,6.79
HSV,0.3,Nutrient_culture,KW,3.6,7,46,3,75,118.7,1.43,0.88,2.32,0.14,0.46,3.8,0.52,3.28,8,10,39.05,92.04,-0.87,4,92.4,-0.95,4.14,93.85,-1.1,4.63,87.46,-0.52,7.45,86.5,-1.07,8.3
HSV,0.5,Nutrient_culture,KW,3.87,8,54,3,74,148.9,1.47,0.89,2.3,0.18,0.45,5.57,0.62,4.95,8,15,48,87.79,-2.34,6.91,90.92,-2.85,8.84,91.66,-2.91,9.27,78.87,1.86,20.59,77.35,1.05,21.17
HSV,0.5,Nutrient_culture,KW,4.08,7,64.5,2,65,173,1.46,0.88,2.35,0.22,0.51,4.19,0.92,3.27,16,15,36.37,88.75,-1.08,4.26,92.42,-1.03,3.96,93.12,-1.5,4.68,89.34,-0.71,5.38,87.68,-2.59,6.74
HSV,0.5,Nutrient_culture,KW,3.65,8,56,3,77,130.1,1.46,0.86,2.28,0.18,0.45,3.53,0.55,2.98,16,10,41.63,73.65,-0.67,3.38,86.7,-0.55,3.28,87.88,-0.68,3.91,89.49,-0.2,3.49,86.24,-1.86,4.77
HSV,0.5,Nutrient_culture,KW,4.56,7,51,4,78,136.5,1.46,0.86,2.28,0.18,0.45,3.11,0.57,2.54,8,10,42.74,91.19,-1.28,5.42,94.68,-1.03,5.34,95.39,-1.53,5.89,89.26,-0.83,8.86,87.76,-1.34,10.06
HSV,0.5,Nutrient_culture,KW,4.2,7,59.5,3,75,138.4,1.47,0.87,2.29,0.18,0.45,3.29,0.86,2.43,8,10,44.89,92.4,-0.75,3.4,90.23,-0.76,3.37,92.01,-1.16,3.85,86.7,-0.42,14.12,85.01,-0.85,15.77
HSV,0.5,Nutrient_culture,KW,3.92,7,48,3,65,126.6,1.46,0.86,2.28,0.18,0.45,2.92,0.84,2.08,8,10,40.55,84.94,-0.99,3.88,87.38,-1.05,3.62,88.99,-1.66,4.23,91.86,-0.53,8.97,90.27,-0.75,10.54
HSR,0,Nutrient_culture,AG,4.19,8,52,4,64,115.4,1.12,1.47,3.23,0.18,0.65,3.52,1.94,1.58,10,12,55.63,79.13,-15.18,28.91,80.81,-15.14,30.24,81.55,-16.01,30.3,86.27,-10.6,24.78,81.23,-11.64,23.09
HSR,0,Nutrient_culture,AG,4.29,9,45,4,68,111,1.14,1.45,3.24,0.19,0.66,2.42,1.37,1.05,10,12,52.44,80.52,-14.43,28.21,77.95,-14.21,31.36,79.07,-14.81,32.26,78.59,-9.22,25.55,76.72,-10.47,23.61
HSR,0,Nutrient_culture,AG,3.63,8,52,4,65,111.8,1.11,1.47,3.25,0.18,0.64,2.15,1.28,0.87,13,10,49.37,81.63,-12,24.43,76.61,-13.52,27.72,78.05,-14.17,27.38,71.23,-7.12,29.13,69.04,-8.79,28.02
HSR,0,Nutrient_culture,AG,3.73,8,53,3,56,91.6,1.13,1.45,3.25,0.19,0.66,2.52,1.42,1.1,8,11,52.56,78.53,-15.34,30.16,75.82,-13.18,28.5,76.75,-13.62,29.89,80.01,-12.89,30.66,78.3,-35.08,28.06
HSR,0,Nutrient_culture,AG,3.51,9,41,2,59,122.7,1.16,1.47,3.24,0.18,0.62,2.68,1.67,1.01,13,10,58.12,79.01,-16.14,31.34,71.94,-15.99,32.56,76.15,-16.25,33.16,77.57,-12.53,30.65,75.1,-14.05,29.56
HSR,0,Nutrient_culture,AG,2.66,7,45.5,3,65,122.5,1.14,1.44,3.25,0.17,0.64,2.37,1.25,1.12,11,10,52.12,80.57,-11.83,23.83,79.32,-15.84,32.01,80.35,-16.08,33.91,81.37,-15.37,29.57,79.72,-16.86,26.68
HSR,0.1,Nutrient_culture,AG,3.65,9,45,4,65,115.6,1.47,0.54,3.02,0.18,0.59,3.05,1.64,1.41,11,11,52.46,81.13,-15.71,31.55,82.7,-12.66,24.93,80.81,-15.14,30.24,73.33,-1.55,23.57,81.35,-13.47,30.17
