Condition,Substrate,Group,Treatment_method ,Concentration,Treatment,Treat_No.,Cultivar,Samples,stem.volume,stem.nodes,length,bush,flowering.day,SPAD
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_AG,1,AG,5,3.51,9,41,2,59,122.7
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_AG,1,AG,6,2.66,7,45.5,3,65,122.5
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_AG,2,AG,1,2.93,8,40,2,56,78.3
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_AG,2,AG,2,4.12,8,49,6,59,112.4
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_AG,2,AG,3,4.09,9,42,2,68,92.4
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_AG,2,AG,4,4.39,9,43.5,5,59,130.4
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_AG,2,AG,5,5.11,8,45,4,64,106.4
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_AG,2,AG,6,3.74,7,40.5,4,65,122.8
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_AG,3,AG,1,3.18,9,49,4,65,63.9
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_AG,3,AG,2,2.89,8,46,5,59,125
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_AG,3,AG,3,4.62,9,36.5,3,59,124.2
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_AG,3,AG,4,3.72,8,48,3,59,140.4
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_AG,3,AG,5,3.56,8,36,4,56,119.9
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_AG,3,AG,6,3.84,9,54.5,4,62,98.3
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_AG,4,AG,1,3.15,9,48.5,4,56,111
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_AG,4,AG,2,3.38,7,44,4,59,142.5
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_AG,4,AG,3,3.67,8,49,4,59,129.9
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_AG,4,AG,4,4,9,55,3,59,109.4
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_AG,4,AG,5,3.71,8,47,4,64,152.4
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_AG,4,AG,6,3.33,8,61.5,5,65,118.1
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KP,1,CP,1,3.64,7,56,3,59,90.1
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KP,1,CP,2,3.86,8,43.5,3,59,81.9
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KP,1,CP,3,3.98,6,36,3,64,86.5
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KP,1,CP,4,3.13,8,48,4,64,114.7
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KP,1,CP,5,4.06,9,46.5,4,67,82.9
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KP,1,CP,6,9.95,8,39,3,68,77.3
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KP,2,CP,1,3.88,9,61.5,3,56,107.4
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KP,2,CP,2,3.62,8,52,3,56,91.2
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KP,2,CP,3,4.22,9,53.5,4,59,89.9
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KP,2,CP,4,4.86,8,53.5,4,59,123.8
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KP,2,CP,5,3.85,8,49,3,65,87.6
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KP,2,CP,6,3.26,6,49,6,68,141.8
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KP,3,CP,1,4.97,8,53,4,59,132
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KP,3,CP,2,3.5,8,43.5,4,68,106.6
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KP,3,CP,3,3.47,7,48.5,3,68,109
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KP,3,CP,4,4.7,8,62,5,65,112.8
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KP,3,CP,5,4.37,8,53,5,65,110.7
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KP,3,CP,6,4.17,8,42,4,68,115.5
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KP,4,CP,1,3.73,8,51,3,56,119.4
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KP,4,CP,2,2.56,9,60,4,56,116.3
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KP,4,CP,3,3.49,9,54,3,56,109.5
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KP,4,CP,4,3.97,7,56.5,3,56,89
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KP,4,CP,5,4.84,7,63.5,3,59,98
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KP,4,CP,6,4.28,7,45,4,59,112.6
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_BP,1,BP,1,3.83,6,53.5,4,56,107.5
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_BP,1,BP,2,3.63,7,46,4,56,118.2
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_BP,1,BP,3,4.97,6,50.5,3,59,101.4
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_BP,1,BP,4,3.24,6,49,4,65,119
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_BP,1,BP,5,4.07,6,52.5,4,65,111.7
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_BP,1,BP,6,4.2,6,51.5,4,68,110.2
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_BP,2,BP,1,4.26,6,49,5,65,120.1
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_BP,2,BP,2,4.74,6,52.5,4,68,112.7
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_BP,2,BP,3,4.39,5,49,3,62,128.1
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_BP,2,BP,4,4.09,6,56.5,5,62,138.4
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_BP,2,BP,5,3.4,6,37,5,67,119.9
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_BP,2,BP,6,4.62,6,45,4,66,139.3
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_BP,3,BP,1,4.05,6,50.5,3,56,117.6
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_BP,3,BP,2,4.11,6,42,4,56,139
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_BP,3,BP,3,4.16,6,51,4,59,128.8
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_BP,3,BP,4,4.45,7,45.5,4,66,134.5
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_BP,3,BP,5,4.35,6,54,4,62,155.5
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_BP,3,BP,6,4.34,6,44.5,4,65,108.8
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_BP,4,BP,1,3.52,6,56.5,3,56,150.8
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_BP,4,BP,2,3.92,5,45,3,59,129.9
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_BP,4,BP,3,3.87,6,41.5,3,65,121.9
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_BP,4,BP,4,3.72,6,56,3,59,124.3
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_BP,4,BP,5,3.74,6,52.5,4,59,129.1
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_BP,4,BP,6,4.99,5,64,4,65,140
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KW,1,KW,1,4.14,6,43.5,5,66,121.1
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KW,1,KW,2,3.72,8,54,3,65,94.4
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KW,1,KW,3,4.45,7,43,4,66,126.2
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KW,1,KW,4,5.05,7,55,3,65,111.8
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KW,1,KW,5,4.67,7,51,3,65,127.1
plant,Nutrient solution,NSC2,NSC2_0.0,0,NSC2_0.0_KW,1,KW,6,5.1,7,49.5,4,65,103.7
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KW,2,KW,1,3.86,8,50,3,56,147.6
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KW,2,KW,2,4.59,8,60,4,59,125.7
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KW,2,KW,3,4.45,8,48.5,3,59,135.5
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KW,2,KW,4,4.08,8,54,4,62,122.3
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KW,2,KW,5,3.93,7,46,3,70,144.1
plant,Nutrient solution,NSC2,NSC2_0.1,0.1,NSC2_0.1_KW,2,KW,6,4.82,7,43,3,72,143.2
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KW,3,KW,1,4.51,8,51.5,4,59,132.5
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KW,3,KW,2,3.35,7,52.5,3,65,128.8
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KW,3,KW,3,3.23,7,50.5,3,62,152.4
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KW,3,KW,4,4.57,7,57.5,3,62,90.5
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KW,3,KW,5,4.32,8,49.5,3,65,149.9
plant,Nutrient solution,NSC2,NSC2_0.3,0.3,NSC2_0.3_KW,3,KW,6,3.72,8,54.5,4,67,147.4
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KW,4,KW,1,3.52,8,55,4,65,143.9
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KW,4,KW,2,4.75,8,43,3,62,123
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KW,4,KW,3,4.01,8,49.5,4,75,134.2
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KW,4,KW,4,4.49,8,50,3,74,146.4
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KW,4,KW,5,3.88,7,47,3,65,133.7
plant,Nutrient solution,NSC2,NSC2_0.5,0.5,NSC2_0.5_KW,4,KW,6,4.14,8,48,3,66,141.4
